record_num,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,country
28,0.504,https://api.spotify.com/v1/audio-analysis/4AKWHLChPxYdXAB2cHmZB7,0.758,208000,0.699,4AKWHLChPxYdXAB2cHmZB7,0.0,6,0.0922,-5.636,1,0.171,90.013,4,https://api.spotify.com/v1/tracks/4AKWHLChPxYdXAB2cHmZB7,audio_features,spotify:track:4AKWHLChPxYdXAB2cHmZB7,0.594,DominicanRepublic
29,0.657,https://api.spotify.com/v1/audio-analysis/3T5QSIgoaPIh07SwixRDp7,0.618,273198,0.743,3T5QSIgoaPIh07SwixRDp7,5.95e-06,6,0.143,-2.576,0,0.141,180.021,4,https://api.spotify.com/v1/tracks/3T5QSIgoaPIh07SwixRDp7,audio_features,spotify:track:3T5QSIgoaPIh07SwixRDp7,0.589,DominicanRepublic
30,0.279,https://api.spotify.com/v1/audio-analysis/6q8Lb50EtqNeeJXXe8mMAH,0.728,226627,0.801,6q8Lb50EtqNeeJXXe8mMAH,4.71e-06,8,0.143,-2.942,0,0.0683,130.059,4,https://api.spotify.com/v1/tracks/6q8Lb50EtqNeeJXXe8mMAH,audio_features,spotify:track:6q8Lb50EtqNeeJXXe8mMAH,0.416,DominicanRepublic
31,0.589,https://api.spotify.com/v1/audio-analysis/59PYgzOiOjGDzjDT5N5oOX,0.825,327467,0.69,59PYgzOiOjGDzjDT5N5oOX,0.0,10,0.413,-4.252,0,0.226,94.194,4,https://api.spotify.com/v1/tracks/59PYgzOiOjGDzjDT5N5oOX,audio_features,spotify:track:59PYgzOiOjGDzjDT5N5oOX,0.516,DominicanRepublic
32,0.0327,https://api.spotify.com/v1/audio-analysis/1khmgu0pveJbkbpbkyvcQv,0.655,300579,0.725,1khmgu0pveJbkbpbkyvcQv,0.00264,0,0.0611,-5.497,1,0.188,125.8,4,https://api.spotify.com/v1/tracks/1khmgu0pveJbkbpbkyvcQv,audio_features,spotify:track:1khmgu0pveJbkbpbkyvcQv,0.326,DominicanRepublic
33,0.254,https://api.spotify.com/v1/audio-analysis/1h9P5WJwyvK8OB7O2YiXgp,0.691,200747,0.71,1h9P5WJwyvK8OB7O2YiXgp,0.0,5,0.108,-5.144,1,0.334,192.046,4,https://api.spotify.com/v1/tracks/1h9P5WJwyvK8OB7O2YiXgp,audio_features,spotify:track:1h9P5WJwyvK8OB7O2YiXgp,0.726,DominicanRepublic
34,0.178,https://api.spotify.com/v1/audio-analysis/2swZ0X1njeU32SNJeBKIfW,0.77,256440,0.775,2swZ0X1njeU32SNJeBKIfW,0.0,8,0.0651,-4.65,0,0.0349,124.015,4,https://api.spotify.com/v1/tracks/2swZ0X1njeU32SNJeBKIfW,audio_features,spotify:track:2swZ0X1njeU32SNJeBKIfW,0.848,DominicanRepublic
35,0.197,https://api.spotify.com/v1/audio-analysis/4vCAzANUWDE24URV6wQ4ra,0.514,233128,0.646,4vCAzANUWDE24URV6wQ4ra,2.3e-05,1,0.0958,-8.833,1,0.275,88.661,4,https://api.spotify.com/v1/tracks/4vCAzANUWDE24URV6wQ4ra,audio_features,spotify:track:4vCAzANUWDE24URV6wQ4ra,0.297,DominicanRepublic
36,0.287,https://api.spotify.com/v1/audio-analysis/4uP3pUP18ennmz0tb3GphR,0.743,197968,0.73,4uP3pUP18ennmz0tb3GphR,8.1e-05,10,0.0778,-4.314,0,0.125,179.972,4,https://api.spotify.com/v1/tracks/4uP3pUP18ennmz0tb3GphR,audio_features,spotify:track:4uP3pUP18ennmz0tb3GphR,0.15,DominicanRepublic
37,0.0139,https://api.spotify.com/v1/audio-analysis/5jGUJXnELDaDTgiRjD9lsg,0.85,170509,0.5,5jGUJXnELDaDTgiRjD9lsg,0.000384,8,0.0947,-6.708,1,0.0665,160.02,4,https://api.spotify.com/v1/tracks/5jGUJXnELDaDTgiRjD9lsg,audio_features,spotify:track:5jGUJXnELDaDTgiRjD9lsg,0.816,DominicanRepublic
38,0.136,https://api.spotify.com/v1/audio-analysis/1Ej96GIBCTvgH7tNX1r3qr,0.747,225933,0.7,1Ej96GIBCTvgH7tNX1r3qr,0.000167,0,0.11,-4.669,1,0.341,176.036,4,https://api.spotify.com/v1/tracks/1Ej96GIBCTvgH7tNX1r3qr,audio_features,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,0.62,DominicanRepublic
39,0.108,https://api.spotify.com/v1/audio-analysis/0jeS8PyyIRAG0A3t5DtL71,0.796,207731,0.683,0jeS8PyyIRAG0A3t5DtL71,0.0,10,0.107,-2.754,0,0.15,140.108,4,https://api.spotify.com/v1/tracks/0jeS8PyyIRAG0A3t5DtL71,audio_features,spotify:track:0jeS8PyyIRAG0A3t5DtL71,0.353,DominicanRepublic
40,0.37,https://api.spotify.com/v1/audio-analysis/7ch7IMYm9DaujSfI1ToSzu,0.565,215133,0.629,7ch7IMYm9DaujSfI1ToSzu,0.0,7,0.217,-5.516,1,0.0595,167.961,4,https://api.spotify.com/v1/tracks/7ch7IMYm9DaujSfI1ToSzu,audio_features,spotify:track:7ch7IMYm9DaujSfI1ToSzu,0.344,DominicanRepublic
41,0.14,https://api.spotify.com/v1/audio-analysis/2vrpcQNg6itmgVZWsNjWe0,0.773,163813,0.378,2vrpcQNg6itmgVZWsNjWe0,0.0,1,0.133,-7.062,0,0.0531,94.946,4,https://api.spotify.com/v1/tracks/2vrpcQNg6itmgVZWsNjWe0,audio_features,spotify:track:2vrpcQNg6itmgVZWsNjWe0,0.513,DominicanRepublic
42,0.121,https://api.spotify.com/v1/audio-analysis/7fODjB7BrQTGqh0hogW6XD,0.648,305962,0.661,7fODjB7BrQTGqh0hogW6XD,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,https://api.spotify.com/v1/tracks/7fODjB7BrQTGqh0hogW6XD,audio_features,spotify:track:7fODjB7BrQTGqh0hogW6XD,0.813,DominicanRepublic
43,0.0598,https://api.spotify.com/v1/audio-analysis/7mWFF4gPADjTQjC97CgFVt,0.785,235284,0.572,7mWFF4gPADjTQjC97CgFVt,0.0,2,0.218,-7.504,1,0.123,100.016,4,https://api.spotify.com/v1/tracks/7mWFF4gPADjTQjC97CgFVt,audio_features,spotify:track:7mWFF4gPADjTQjC97CgFVt,0.49,DominicanRepublic
44,0.427,https://api.spotify.com/v1/audio-analysis/6ATIufHUOw1R1A4q46BqrN,0.412,206607,0.737,6ATIufHUOw1R1A4q46BqrN,0.000871,5,0.13,-5.234,0,0.0896,179.952,4,https://api.spotify.com/v1/tracks/6ATIufHUOw1R1A4q46BqrN,audio_features,spotify:track:6ATIufHUOw1R1A4q46BqrN,0.864,DominicanRepublic
45,0.159,https://api.spotify.com/v1/audio-analysis/0tJCo71s7HT9Mu5Z4juuLw,0.679,219520,0.831,0tJCo71s7HT9Mu5Z4juuLw,1.1e-06,2,0.097,-1.866,1,0.109,88.792,4,https://api.spotify.com/v1/tracks/0tJCo71s7HT9Mu5Z4juuLw,audio_features,spotify:track:0tJCo71s7HT9Mu5Z4juuLw,0.88,DominicanRepublic
46,0.305,https://api.spotify.com/v1/audio-analysis/38I8OemgIPYHdP5uBNY8BO,0.871,225600,0.931,38I8OemgIPYHdP5uBNY8BO,0.00275,8,0.232,-3.647,1,0.0503,125.03,4,https://api.spotify.com/v1/tracks/38I8OemgIPYHdP5uBNY8BO,audio_features,spotify:track:38I8OemgIPYHdP5uBNY8BO,0.767,DominicanRepublic
47,0.405,https://api.spotify.com/v1/audio-analysis/04elniHFWwwFHxi3SZlGI6,0.857,216947,0.676,04elniHFWwwFHxi3SZlGI6,0.0,0,0.0951,-5.973,1,0.0316,132.011,4,https://api.spotify.com/v1/tracks/04elniHFWwwFHxi3SZlGI6,audio_features,spotify:track:04elniHFWwwFHxi3SZlGI6,0.747,DominicanRepublic
48,0.0385,https://api.spotify.com/v1/audio-analysis/1g2Z2lOrwayOzDqOc8EfbR,0.771,289907,0.796,1g2Z2lOrwayOzDqOc8EfbR,9.35e-06,10,0.218,-4.106,0,0.0798,87.985,4,https://api.spotify.com/v1/tracks/1g2Z2lOrwayOzDqOc8EfbR,audio_features,spotify:track:1g2Z2lOrwayOzDqOc8EfbR,0.636,DominicanRepublic
49,0.53,https://api.spotify.com/v1/audio-analysis/3TqLIW3qd4qFYkfYsBjVN6,0.655,396120,0.858,3TqLIW3qd4qFYkfYsBjVN6,0.0,0,0.344,-5.607,0,0.315,83.489,4,https://api.spotify.com/v1/tracks/3TqLIW3qd4qFYkfYsBjVN6,audio_features,spotify:track:3TqLIW3qd4qFYkfYsBjVN6,0.65,DominicanRepublic
0,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7,0.1,-10.965,1,0.375,135.128,4,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562,Ecuador
1,0.11,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,0.737,193227,0.86,5w9c2J52mkdntKOmRLeM2m,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,audio_features,spotify:track:5w9c2J52mkdntKOmRLeM2m,0.656,Ecuador
2,0.323,https://api.spotify.com/v1/audio-analysis/5iwz1NiezX7WWjnCgY5TH4,0.826,238200,0.773,5iwz1NiezX7WWjnCgY5TH4,0.0,11,0.143,-4.218,0,0.0524,126.899,4,https://api.spotify.com/v1/tracks/5iwz1NiezX7WWjnCgY5TH4,audio_features,spotify:track:5iwz1NiezX7WWjnCgY5TH4,0.761,Ecuador
3,0.0361,https://api.spotify.com/v1/audio-analysis/7uH27oIt4a6cIFCA8ZPcyG,0.816,158400,0.754,7uH27oIt4a6cIFCA8ZPcyG,0.0,11,0.217,-2.75,0,0.111,99.966,4,https://api.spotify.com/v1/tracks/7uH27oIt4a6cIFCA8ZPcyG,audio_features,spotify:track:7uH27oIt4a6cIFCA8ZPcyG,0.533,Ecuador
4,0.753,https://api.spotify.com/v1/audio-analysis/224EVTFiLsdQignUFLvDeH,0.688,360960,0.62,224EVTFiLsdQignUFLvDeH,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,https://api.spotify.com/v1/tracks/224EVTFiLsdQignUFLvDeH,audio_features,spotify:track:224EVTFiLsdQignUFLvDeH,0.727,Ecuador
5,0.252,https://api.spotify.com/v1/audio-analysis/31UjYv5vLsDkzchJOtUMtW,0.837,184436,0.791,31UjYv5vLsDkzchJOtUMtW,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,https://api.spotify.com/v1/tracks/31UjYv5vLsDkzchJOtUMtW,audio_features,spotify:track:31UjYv5vLsDkzchJOtUMtW,0.618,Ecuador
6,0.602,https://api.spotify.com/v1/audio-analysis/5W83ErFkO3aKAIS1WMi6u0,0.807,258800,0.803,5W83ErFkO3aKAIS1WMi6u0,0.00853,11,0.136,-4.156,1,0.126,91.987,4,https://api.spotify.com/v1/tracks/5W83ErFkO3aKAIS1WMi6u0,audio_features,spotify:track:5W83ErFkO3aKAIS1WMi6u0,0.706,Ecuador
7,0.146,https://api.spotify.com/v1/audio-analysis/0s5DNDV6LAKn2u2Ufa3VjQ,0.709,204453,0.771,0s5DNDV6LAKn2u2Ufa3VjQ,3.29e-06,7,0.249,-4.598,1,0.166,174.006,4,https://api.spotify.com/v1/tracks/0s5DNDV6LAKn2u2Ufa3VjQ,audio_features,spotify:track:0s5DNDV6LAKn2u2Ufa3VjQ,0.709,Ecuador
8,0.323,https://api.spotify.com/v1/audio-analysis/6FyRXC8tJUh863JCkyWqtk,0.767,258639,0.709,6FyRXC8tJUh863JCkyWqtk,0.0,1,0.0676,-4.47,1,0.336,171.993,4,https://api.spotify.com/v1/tracks/6FyRXC8tJUh863JCkyWqtk,audio_features,spotify:track:6FyRXC8tJUh863JCkyWqtk,0.72,Ecuador
9,0.0141,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,0.817,210368,0.539,116H0KvKr2Zl4RPuVBruDO,0.000496,6,0.099,-6.349,0,0.0621,97.062,4,https://api.spotify.com/v1/tracks/116H0KvKr2Zl4RPuVBruDO,audio_features,spotify:track:116H0KvKr2Zl4RPuVBruDO,0.158,Ecuador
10,0.391,https://api.spotify.com/v1/audio-analysis/4lzxJ4jCuFDXXGkE1LmpKR,0.857,267500,0.647,4lzxJ4jCuFDXXGkE1LmpKR,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,4,https://api.spotify.com/v1/tracks/4lzxJ4jCuFDXXGkE1LmpKR,audio_features,spotify:track:4lzxJ4jCuFDXXGkE1LmpKR,0.553,Ecuador
11,0.241,https://api.spotify.com/v1/audio-analysis/6v0lAdFF4haL8xjBIUjtOw,0.673,201818,0.752,6v0lAdFF4haL8xjBIUjtOw,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,4,https://api.spotify.com/v1/tracks/6v0lAdFF4haL8xjBIUjtOw,audio_features,spotify:track:6v0lAdFF4haL8xjBIUjtOw,0.797,Ecuador
12,0.0446,https://api.spotify.com/v1/audio-analysis/059bcIhyc2SBwm6sw2AZzd,0.877,231848,0.777,059bcIhyc2SBwm6sw2AZzd,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,https://api.spotify.com/v1/tracks/059bcIhyc2SBwm6sw2AZzd,audio_features,spotify:track:059bcIhyc2SBwm6sw2AZzd,0.706,Ecuador
13,0.113,https://api.spotify.com/v1/audio-analysis/3g4UyIcQwutiG0TfW32GnX,0.805,219302,0.671,3g4UyIcQwutiG0TfW32GnX,0.0,5,0.278,-5.316,1,0.111,90.979,4,https://api.spotify.com/v1/tracks/3g4UyIcQwutiG0TfW32GnX,audio_features,spotify:track:3g4UyIcQwutiG0TfW32GnX,0.522,Ecuador
14,0.39,https://api.spotify.com/v1/audio-analysis/2qG5sZ7Si6sdK74qLxedYM,0.882,161627,0.689,2qG5sZ7Si6sdK74qLxedYM,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,https://api.spotify.com/v1/tracks/2qG5sZ7Si6sdK74qLxedYM,audio_features,spotify:track:2qG5sZ7Si6sdK74qLxedYM,0.746,Ecuador
15,0.437,https://api.spotify.com/v1/audio-analysis/1LiN0Z98FkR1t0m8KmLcAH,0.79,190005,0.631,1LiN0Z98FkR1t0m8KmLcAH,0.0,8,0.158,-5.549,0,0.0425,94.039,4,https://api.spotify.com/v1/tracks/1LiN0Z98FkR1t0m8KmLcAH,audio_features,spotify:track:1LiN0Z98FkR1t0m8KmLcAH,0.889,Ecuador
16,0.265,https://api.spotify.com/v1/audio-analysis/3f5lA8nnc4YYF1qf78WpHw,0.75,219357,0.665,3f5lA8nnc4YYF1qf78WpHw,0.0,8,0.0515,-3.083,1,0.124,95.239,4,https://api.spotify.com/v1/tracks/3f5lA8nnc4YYF1qf78WpHw,audio_features,spotify:track:3f5lA8nnc4YYF1qf78WpHw,0.697,Ecuador
17,0.266,https://api.spotify.com/v1/audio-analysis/46lvmzK8wxAy66tjzXXSh0,0.849,264483,0.655,46lvmzK8wxAy66tjzXXSh0,0.0,8,0.0781,-2.899,1,0.106,161.966,4,https://api.spotify.com/v1/tracks/46lvmzK8wxAy66tjzXXSh0,audio_features,spotify:track:46lvmzK8wxAy66tjzXXSh0,0.76,Ecuador
18,0.291,https://api.spotify.com/v1/audio-analysis/6MJUCumnQsQEKbCy28tbCP,0.788,207853,0.771,6MJUCumnQsQEKbCy28tbCP,5.62e-05,4,0.172,-3.206,0,0.0563,99.038,4,https://api.spotify.com/v1/tracks/6MJUCumnQsQEKbCy28tbCP,audio_features,spotify:track:6MJUCumnQsQEKbCy28tbCP,0.701,Ecuador
19,0.184,https://api.spotify.com/v1/audio-analysis/7BuHdm4lQqcyG3qTwdkxus,0.8,226200,0.74,7BuHdm4lQqcyG3qTwdkxus,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,https://api.spotify.com/v1/tracks/7BuHdm4lQqcyG3qTwdkxus,audio_features,spotify:track:7BuHdm4lQqcyG3qTwdkxus,0.775,Ecuador
20,0.374,https://api.spotify.com/v1/audio-analysis/5KbBGUpIZd6gVFUU8tqYiQ,0.83,237013,0.71,5KbBGUpIZd6gVFUU8tqYiQ,0.0,11,0.0877,-5.523,0,0.326,93.977,4,https://api.spotify.com/v1/tracks/5KbBGUpIZd6gVFUU8tqYiQ,audio_features,spotify:track:5KbBGUpIZd6gVFUU8tqYiQ,0.703,Ecuador
21,0.0156,https://api.spotify.com/v1/audio-analysis/3JjaofJ0lCeEsFSZqppzOp,0.828,224681,0.588,3JjaofJ0lCeEsFSZqppzOp,0.0,2,0.124,-7.14,1,0.118,94.052,4,https://api.spotify.com/v1/tracks/3JjaofJ0lCeEsFSZqppzOp,audio_features,spotify:track:3JjaofJ0lCeEsFSZqppzOp,0.598,Ecuador
22,0.446,https://api.spotify.com/v1/audio-analysis/4T4CZ3Q4z3GG7lU720YYhM,0.778,213913,0.731,4T4CZ3Q4z3GG7lU720YYhM,0.0,5,0.251,-4.325,1,0.0399,91.991,4,https://api.spotify.com/v1/tracks/4T4CZ3Q4z3GG7lU720YYhM,audio_features,spotify:track:4T4CZ3Q4z3GG7lU720YYhM,0.854,Ecuador
23,0.0165,https://api.spotify.com/v1/audio-analysis/2D3z17LBMJ2HEHeBFFjTLi,0.747,158800,0.74,2D3z17LBMJ2HEHeBFFjTLi,9.94e-05,4,0.101,-4.325,0,0.191,176.059,4,https://api.spotify.com/v1/tracks/2D3z17LBMJ2HEHeBFFjTLi,audio_features,spotify:track:2D3z17LBMJ2HEHeBFFjTLi,0.552,Ecuador
24,0.101,https://api.spotify.com/v1/audio-analysis/6WkJ2OK163XXS2oARUC9JM,0.72,198053,0.741,6WkJ2OK163XXS2oARUC9JM,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,https://api.spotify.com/v1/tracks/6WkJ2OK163XXS2oARUC9JM,audio_features,spotify:track:6WkJ2OK163XXS2oARUC9JM,0.357,Ecuador
25,0.154,https://api.spotify.com/v1/audio-analysis/1mT47pKLXUwPYGwB91GcNz,0.715,212493,0.872,1mT47pKLXUwPYGwB91GcNz,0.000146,6,0.11,-3.501,1,0.0547,96.939,4,https://api.spotify.com/v1/tracks/1mT47pKLXUwPYGwB91GcNz,audio_features,spotify:track:1mT47pKLXUwPYGwB91GcNz,0.682,Ecuador
26,0.0441,https://api.spotify.com/v1/audio-analysis/2ktoFujjJtantyMoVdBJlX,0.724,256418,0.791,2ktoFujjJtantyMoVdBJlX,6.55e-06,7,0.239,-5.411,1,0.169,176.011,4,https://api.spotify.com/v1/tracks/2ktoFujjJtantyMoVdBJlX,audio_features,spotify:track:2ktoFujjJtantyMoVdBJlX,0.856,Ecuador
27,0.327,https://api.spotify.com/v1/audio-analysis/2IA8cFA46DkjgbsRG7kKbp,0.7,235973,0.71,2IA8cFA46DkjgbsRG7kKbp,0.0,11,0.129,-4.835,1,0.0532,167.971,4,https://api.spotify.com/v1/tracks/2IA8cFA46DkjgbsRG7kKbp,audio_features,spotify:track:2IA8cFA46DkjgbsRG7kKbp,0.582,Ecuador
28,0.19,https://api.spotify.com/v1/audio-analysis/08aYFNUTIOMGq93e2VSArQ,0.77,225600,0.75,08aYFNUTIOMGq93e2VSArQ,0.0,0,0.0618,-2.715,1,0.0785,99.997,4,https://api.spotify.com/v1/tracks/08aYFNUTIOMGq93e2VSArQ,audio_features,spotify:track:08aYFNUTIOMGq93e2VSArQ,0.609,Ecuador
29,0.188,https://api.spotify.com/v1/audio-analysis/2YRvdf9cdS88y1wB1WhKoE,0.796,204631,0.911,2YRvdf9cdS88y1wB1WhKoE,0.0,1,0.499,-1.998,1,0.285,180.128,4,https://api.spotify.com/v1/tracks/2YRvdf9cdS88y1wB1WhKoE,audio_features,spotify:track:2YRvdf9cdS88y1wB1WhKoE,0.918,Ecuador
30,0.307,https://api.spotify.com/v1/audio-analysis/2XXMDz7SPZ4mSFN1PXfHUy,0.772,254383,0.732,2XXMDz7SPZ4mSFN1PXfHUy,5.14e-06,9,0.106,-3.713,0,0.213,100.048,4,https://api.spotify.com/v1/tracks/2XXMDz7SPZ4mSFN1PXfHUy,audio_features,spotify:track:2XXMDz7SPZ4mSFN1PXfHUy,0.295,Ecuador
31,0.458,https://api.spotify.com/v1/audio-analysis/4DbhxwlkhTbCTqlZptxmI6,0.729,155058,0.616,4DbhxwlkhTbCTqlZptxmI6,0.0,8,0.082,-6.422,1,0.249,106.486,4,https://api.spotify.com/v1/tracks/4DbhxwlkhTbCTqlZptxmI6,audio_features,spotify:track:4DbhxwlkhTbCTqlZptxmI6,0.532,Ecuador
32,0.028,https://api.spotify.com/v1/audio-analysis/3mN2DtljBhnrIpc3Nu2pJ8,0.755,202824,0.792,3mN2DtljBhnrIpc3Nu2pJ8,0.0,6,0.0754,-4.238,1,0.0484,106.014,4,https://api.spotify.com/v1/tracks/3mN2DtljBhnrIpc3Nu2pJ8,audio_features,spotify:track:3mN2DtljBhnrIpc3Nu2pJ8,0.844,Ecuador
33,0.175,https://api.spotify.com/v1/audio-analysis/04cd1MHVq1D8v1nuTZoCdv,0.823,186316,0.731,04cd1MHVq1D8v1nuTZoCdv,0.0,11,0.131,-3.399,0,0.103,152.024,4,https://api.spotify.com/v1/tracks/04cd1MHVq1D8v1nuTZoCdv,audio_features,spotify:track:04cd1MHVq1D8v1nuTZoCdv,0.952,Ecuador
34,0.048,https://api.spotify.com/v1/audio-analysis/7uQmJ1jgNzBpATSoWKSPFu,0.632,198933,0.832,7uQmJ1jgNzBpATSoWKSPFu,0.0,7,0.0705,-1.948,0,0.154,182.184,4,https://api.spotify.com/v1/tracks/7uQmJ1jgNzBpATSoWKSPFu,audio_features,spotify:track:7uQmJ1jgNzBpATSoWKSPFu,0.784,Ecuador
35,0.41,https://api.spotify.com/v1/audio-analysis/32lexhcz93AinKK0qLTZaZ,0.799,175200,0.676,32lexhcz93AinKK0qLTZaZ,0.000777,2,0.325,-5.644,1,0.169,104.956,4,https://api.spotify.com/v1/tracks/32lexhcz93AinKK0qLTZaZ,audio_features,spotify:track:32lexhcz93AinKK0qLTZaZ,0.91,Ecuador
36,0.292,https://api.spotify.com/v1/audio-analysis/6qP73DRFGojLuIk1siIhNE,0.886,219029,0.701,6qP73DRFGojLuIk1siIhNE,1.16e-05,7,0.0574,-3.504,1,0.141,103.002,4,https://api.spotify.com/v1/tracks/6qP73DRFGojLuIk1siIhNE,audio_features,spotify:track:6qP73DRFGojLuIk1siIhNE,0.823,Ecuador
37,0.00796,https://api.spotify.com/v1/audio-analysis/5Lb1pjnll07UQKxNpnnGBy,0.787,181587,0.751,5Lb1pjnll07UQKxNpnnGBy,0.000139,6,0.0857,-4.738,0,0.0865,165.961,4,https://api.spotify.com/v1/tracks/5Lb1pjnll07UQKxNpnnGBy,audio_features,spotify:track:5Lb1pjnll07UQKxNpnnGBy,0.926,Ecuador
38,0.483,https://api.spotify.com/v1/audio-analysis/675w3ACw5xZR3ODhUJlEVN,0.704,195044,0.706,675w3ACw5xZR3ODhUJlEVN,0.0,11,0.0965,-5.233,0,0.111,92.965,4,https://api.spotify.com/v1/tracks/675w3ACw5xZR3ODhUJlEVN,audio_features,spotify:track:675w3ACw5xZR3ODhUJlEVN,0.856,Ecuador
39,0.0105,https://api.spotify.com/v1/audio-analysis/3tOmzBrWaHg97FKgsqhhEd,0.708,180480,0.761,3tOmzBrWaHg97FKgsqhhEd,8.51e-06,0,0.0462,-3.02,1,0.093,188.124,4,https://api.spotify.com/v1/tracks/3tOmzBrWaHg97FKgsqhhEd,audio_features,spotify:track:3tOmzBrWaHg97FKgsqhhEd,0.71,Ecuador
40,0.136,https://api.spotify.com/v1/audio-analysis/1Ej96GIBCTvgH7tNX1r3qr,0.747,225933,0.7,1Ej96GIBCTvgH7tNX1r3qr,0.000167,0,0.11,-4.669,1,0.341,176.036,4,https://api.spotify.com/v1/tracks/1Ej96GIBCTvgH7tNX1r3qr,audio_features,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,0.62,Ecuador
41,0.104,https://api.spotify.com/v1/audio-analysis/7gL0eIncXB5ELO8BFMR3Uv,0.846,214413,0.848,7gL0eIncXB5ELO8BFMR3Uv,0.0,5,0.0837,-4.752,1,0.121,91.971,4,https://api.spotify.com/v1/tracks/7gL0eIncXB5ELO8BFMR3Uv,audio_features,spotify:track:7gL0eIncXB5ELO8BFMR3Uv,0.553,Ecuador
42,0.0527,https://api.spotify.com/v1/audio-analysis/4k9byIhs9ppbYWE22waJMB,0.766,201227,0.721,4k9byIhs9ppbYWE22waJMB,0.0,6,0.128,-4.46,0,0.0738,92.001,4,https://api.spotify.com/v1/tracks/4k9byIhs9ppbYWE22waJMB,audio_features,spotify:track:4k9byIhs9ppbYWE22waJMB,0.81,Ecuador
43,0.127,https://api.spotify.com/v1/audio-analysis/4cuGZb0iFyHtwaSKdKrJkF,0.783,164533,0.738,4cuGZb0iFyHtwaSKdKrJkF,0.0,11,0.127,-4.078,1,0.0741,90.976,4,https://api.spotify.com/v1/tracks/4cuGZb0iFyHtwaSKdKrJkF,audio_features,spotify:track:4cuGZb0iFyHtwaSKdKrJkF,0.925,Ecuador
44,0.14,https://api.spotify.com/v1/audio-analysis/2vrpcQNg6itmgVZWsNjWe0,0.773,163813,0.378,2vrpcQNg6itmgVZWsNjWe0,0.0,1,0.133,-7.062,0,0.0531,94.946,4,https://api.spotify.com/v1/tracks/2vrpcQNg6itmgVZWsNjWe0,audio_features,spotify:track:2vrpcQNg6itmgVZWsNjWe0,0.513,Ecuador
45,0.29,https://api.spotify.com/v1/audio-analysis/703iVQrfbQsXt7Uzgy1h8k,0.411,201627,0.508,703iVQrfbQsXt7Uzgy1h8k,0.0,5,0.123,-4.342,1,0.0557,81.96,3,https://api.spotify.com/v1/tracks/703iVQrfbQsXt7Uzgy1h8k,audio_features,spotify:track:703iVQrfbQsXt7Uzgy1h8k,0.668,Ecuador
46,0.121,https://api.spotify.com/v1/audio-analysis/7fODjB7BrQTGqh0hogW6XD,0.648,305962,0.661,7fODjB7BrQTGqh0hogW6XD,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,https://api.spotify.com/v1/tracks/7fODjB7BrQTGqh0hogW6XD,audio_features,spotify:track:7fODjB7BrQTGqh0hogW6XD,0.813,Ecuador
47,0.0598,https://api.spotify.com/v1/audio-analysis/7mWFF4gPADjTQjC97CgFVt,0.785,235284,0.572,7mWFF4gPADjTQjC97CgFVt,0.0,2,0.218,-7.504,1,0.123,100.016,4,https://api.spotify.com/v1/tracks/7mWFF4gPADjTQjC97CgFVt,audio_features,spotify:track:7mWFF4gPADjTQjC97CgFVt,0.49,Ecuador
48,0.159,https://api.spotify.com/v1/audio-analysis/0tJCo71s7HT9Mu5Z4juuLw,0.679,219520,0.831,0tJCo71s7HT9Mu5Z4juuLw,1.1e-06,2,0.097,-1.866,1,0.109,88.792,4,https://api.spotify.com/v1/tracks/0tJCo71s7HT9Mu5Z4juuLw,audio_features,spotify:track:0tJCo71s7HT9Mu5Z4juuLw,0.88,Ecuador
49,0.176,https://api.spotify.com/v1/audio-analysis/1ndlOUUT3Eq1SDCSdKJASw,0.669,240366,0.711,1ndlOUUT3Eq1SDCSdKJASw,0.0,0,0.024,-5.461,1,0.156,81.921,4,https://api.spotify.com/v1/tracks/1ndlOUUT3Eq1SDCSdKJASw,audio_features,spotify:track:1ndlOUUT3Eq1SDCSdKJASw,0.717,Ecuador
