record_num,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,country
44,0.203,https://api.spotify.com/v1/audio-analysis/6npOpd3seRhoTPGOsFPKaX,0.534,247271,0.543,6npOpd3seRhoTPGOsFPKaX,0.0,0,0.411,-7.177,1,0.0368,124.008,4,https://api.spotify.com/v1/tracks/6npOpd3seRhoTPGOsFPKaX,audio_features,spotify:track:6npOpd3seRhoTPGOsFPKaX,0.284,HongKong
45,0.0122,https://api.spotify.com/v1/audio-analysis/2FXd6kKCtBIc6UfN1gH1pA,0.697,213886,0.874,2FXd6kKCtBIc6UfN1gH1pA,0.0,5,0.627,-2.15,0,0.045,132.022,4,https://api.spotify.com/v1/tracks/2FXd6kKCtBIc6UfN1gH1pA,audio_features,spotify:track:2FXd6kKCtBIc6UfN1gH1pA,0.775,HongKong
46,0.81,https://api.spotify.com/v1/audio-analysis/2WVbMoHdWCspdiEa7OnG1D,0.445,259827,0.502,2WVbMoHdWCspdiEa7OnG1D,0.0,7,0.186,-5.487,1,0.0277,98.317,4,https://api.spotify.com/v1/tracks/2WVbMoHdWCspdiEa7OnG1D,audio_features,spotify:track:2WVbMoHdWCspdiEa7OnG1D,0.501,HongKong
47,0.416,https://api.spotify.com/v1/audio-analysis/2hRY6ORT8dEdVVCocenQjs,0.61,249178,0.436,2hRY6ORT8dEdVVCocenQjs,0.0,11,0.0795,-9.042,1,0.0333,128.206,4,https://api.spotify.com/v1/tracks/2hRY6ORT8dEdVVCocenQjs,audio_features,spotify:track:2hRY6ORT8dEdVVCocenQjs,0.213,HongKong
48,0.703,https://api.spotify.com/v1/audio-analysis/2FgDWCqMCIAATvqr9ozeYm,0.432,249987,0.494,2FgDWCqMCIAATvqr9ozeYm,0.0,9,0.203,-5.045,1,0.028,143.768,4,https://api.spotify.com/v1/tracks/2FgDWCqMCIAATvqr9ozeYm,audio_features,spotify:track:2FgDWCqMCIAATvqr9ozeYm,0.36,HongKong
49,0.572,https://api.spotify.com/v1/audio-analysis/5ql4tlxS3GtADNsSRi2GnW,0.467,306827,0.349,5ql4tlxS3GtADNsSRi2GnW,0.0,0,0.204,-7.96,1,0.0339,140.212,4,https://api.spotify.com/v1/tracks/5ql4tlxS3GtADNsSRi2GnW,audio_features,spotify:track:5ql4tlxS3GtADNsSRi2GnW,0.343,HongKong
0,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7,0.1,-10.965,1,0.375,135.128,4,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562,Hungary
1,0.11,https://api.spotify.com/v1/audio-analysis/5w9c2J52mkdntKOmRLeM2m,0.737,193227,0.86,5w9c2J52mkdntKOmRLeM2m,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,https://api.spotify.com/v1/tracks/5w9c2J52mkdntKOmRLeM2m,audio_features,spotify:track:5w9c2J52mkdntKOmRLeM2m,0.656,Hungary
2,0.0533,https://api.spotify.com/v1/audio-analysis/6u7jPi22kF8CTQ3rb9DHE7,0.878,157067,0.619,6u7jPi22kF8CTQ3rb9DHE7,0.0,6,0.113,-5.56,1,0.102,136.041,4,https://api.spotify.com/v1/tracks/6u7jPi22kF8CTQ3rb9DHE7,audio_features,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,0.639,Hungary
3,0.0427,https://api.spotify.com/v1/audio-analysis/4y3OI86AEP6PQoDE6olYhO,0.842,181040,0.734,4y3OI86AEP6PQoDE6olYhO,0.0,1,0.106,-5.065,0,0.0588,137.958,4,https://api.spotify.com/v1/tracks/4y3OI86AEP6PQoDE6olYhO,audio_features,spotify:track:4y3OI86AEP6PQoDE6olYhO,0.952,Hungary
4,0.556,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,0.76,158040,0.479,3KkXRkHbMCARz0aVfEt68P,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.913,Hungary
5,0.0361,https://api.spotify.com/v1/audio-analysis/53CJANUxooaqGOtdsBTh7O,0.908,113013,0.517,53CJANUxooaqGOtdsBTh7O,1.73e-06,1,0.0949,-6.063,1,0.129,136.019,4,https://api.spotify.com/v1/tracks/53CJANUxooaqGOtdsBTh7O,audio_features,spotify:track:53CJANUxooaqGOtdsBTh7O,0.471,Hungary
6,0.163,https://api.spotify.com/v1/audio-analysis/6MWtB6iiXyIwun0YzU6DFP,0.833,149520,0.539,6MWtB6iiXyIwun0YzU6DFP,2.1e-06,11,0.101,-7.399,0,0.178,99.947,4,https://api.spotify.com/v1/tracks/6MWtB6iiXyIwun0YzU6DFP,audio_features,spotify:track:6MWtB6iiXyIwun0YzU6DFP,0.385,Hungary
7,0.0923,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,0.645,229773,0.862,5KawlOMHjWeUjQtnuRs22c,0.0,11,0.192,-4.757,0,0.0965,119.991,4,https://api.spotify.com/v1/tracks/5KawlOMHjWeUjQtnuRs22c,audio_features,spotify:track:5KawlOMHjWeUjQtnuRs22c,0.798,Hungary
8,0.272,https://api.spotify.com/v1/audio-analysis/6nDKrPlXdpomGBgAlO7UdP,0.802,157202,0.645,6nDKrPlXdpomGBgAlO7UdP,0.0,5,0.119,-6.181,0,0.0715,100.001,4,https://api.spotify.com/v1/tracks/6nDKrPlXdpomGBgAlO7UdP,audio_features,spotify:track:6nDKrPlXdpomGBgAlO7UdP,0.376,Hungary
9,0.0691,https://api.spotify.com/v1/audio-analysis/25sgk305KZfyuqVBQIahim,0.719,187436,0.704,25sgk305KZfyuqVBQIahim,0.0,1,0.166,-4.724,1,0.0476,133.002,4,https://api.spotify.com/v1/tracks/25sgk305KZfyuqVBQIahim,audio_features,spotify:track:25sgk305KZfyuqVBQIahim,0.628,Hungary
10,0.74,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,0.905,193143,0.389,4SSnFejRGlZikf02HLewEF,0.162,8,0.106,-14.505,1,0.332,120.046,4,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,audio_features,spotify:track:4SSnFejRGlZikf02HLewEF,0.196,Hungary
11,0.371,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,0.572,215733,0.385,2VxeLyX666F8uXCJ0dZF8B,0.0,7,0.231,-6.362,1,0.0308,95.799,4,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,audio_features,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.323,Hungary
12,0.296,https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,0.674,178480,0.881,5WHTFyqSii0lmT9R21abT8,3.01e-06,9,0.0793,-2.853,1,0.147,98.994,4,https://api.spotify.com/v1/tracks/5WHTFyqSii0lmT9R21abT8,audio_features,spotify:track:5WHTFyqSii0lmT9R21abT8,0.234,Hungary
13,0.191,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,0.687,214290,0.792,2dpaYNEQHiRxtZbfNsse99,0.0,5,0.167,-2.749,1,0.0452,100.015,4,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,audio_features,spotify:track:2dpaYNEQHiRxtZbfNsse99,0.671,Hungary
14,0.297,https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C,0.752,201661,0.488,5p7ujcrUXASCNwRaWNHR1C,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C,audio_features,spotify:track:5p7ujcrUXASCNwRaWNHR1C,0.533,Hungary
15,0.74,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,0.652,169354,0.557,2qxmye6gAegTMjLKEBoR3d,0.0,1,0.124,-5.714,0,0.0318,150.073,4,https://api.spotify.com/v1/tracks/2qxmye6gAegTMjLKEBoR3d,audio_features,spotify:track:2qxmye6gAegTMjLKEBoR3d,0.483,Hungary
16,0.39,https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,0.853,221543,0.351,3Fj47GNK2kUF0uaEDgXLaD,9.38e-06,7,0.752,-10.198,1,0.241,118.028,4,https://api.spotify.com/v1/tracks/3Fj47GNK2kUF0uaEDgXLaD,audio_features,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,0.282,Hungary
17,0.0623,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,0.791,156347,0.565,5icOoE6VgqFKohjWWNp0Ac,0.0,5,0.156,-3.933,0,0.0439,99.961,4,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,audio_features,spotify:track:5icOoE6VgqFKohjWWNp0Ac,0.181,Hungary
18,0.176,https://api.spotify.com/v1/audio-analysis/7COXchtUOMd6uIT6HvmRaI,0.599,162583,0.733,7COXchtUOMd6uIT6HvmRaI,0.0,11,0.242,-7.058,1,0.203,102.211,4,https://api.spotify.com/v1/tracks/7COXchtUOMd6uIT6HvmRaI,audio_features,spotify:track:7COXchtUOMd6uIT6HvmRaI,0.534,Hungary
19,0.193,https://api.spotify.com/v1/audio-analysis/1rqqCSm0Qe4I9rUvWncaom,0.579,190947,0.904,1rqqCSm0Qe4I9rUvWncaom,0.0,5,0.064,-2.729,1,0.0618,82.014,4,https://api.spotify.com/v1/tracks/1rqqCSm0Qe4I9rUvWncaom,audio_features,spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.681,Hungary
20,0.592,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,0.778,178627,0.317,6ocbgoVGwYJhOv1GgI9NsF,0.0,1,0.0881,-10.732,0,0.334,140.048,4,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327,Hungary
21,0.978,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,0.367,196077,0.111,43zdsphuZLzwA9k4DJhU0I,3.97e-05,4,0.0897,-14.084,1,0.0972,82.642,4,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,audio_features,spotify:track:43zdsphuZLzwA9k4DJhU0I,0.198,Hungary
22,0.016,https://api.spotify.com/v1/audio-analysis/5itOtNx0WxtJmi1TQ3RuRd,0.807,229184,0.887,5itOtNx0WxtJmi1TQ3RuRd,0.000503,1,0.0811,-4.311,0,0.0361,122.015,4,https://api.spotify.com/v1/tracks/5itOtNx0WxtJmi1TQ3RuRd,audio_features,spotify:track:5itOtNx0WxtJmi1TQ3RuRd,0.606,Hungary
23,0.283,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,0.726,168840,0.444,6IRdLKIyS4p7XNiP8r6rsx,0.143,8,0.177,-8.922,0,0.372,185.044,4,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,audio_features,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,0.569,Hungary
24,0.0209,https://api.spotify.com/v1/audio-analysis/4n7jnSxVLd8QioibtTDBDq,0.509,193798,0.689,4n7jnSxVLd8QioibtTDBDq,0.0,1,0.301,-4.929,0,0.102,170.087,4,https://api.spotify.com/v1/tracks/4n7jnSxVLd8QioibtTDBDq,audio_features,spotify:track:4n7jnSxVLd8QioibtTDBDq,0.297,Hungary
25,0.0754,https://api.spotify.com/v1/audio-analysis/0uUNN1nSoUx1A4fkDCWDQ7,0.684,184296,0.677,0uUNN1nSoUx1A4fkDCWDQ7,0.0,6,0.133,-4.034,1,0.0464,130.141,4,https://api.spotify.com/v1/tracks/0uUNN1nSoUx1A4fkDCWDQ7,audio_features,spotify:track:0uUNN1nSoUx1A4fkDCWDQ7,0.595,Hungary
26,0.462,https://api.spotify.com/v1/audio-analysis/3XF5xLJHOQQRbWya6hBp7d,0.678,180953,0.533,3XF5xLJHOQQRbWya6hBp7d,0.219,4,0.139,-10.485,1,0.186,150.455,4,https://api.spotify.com/v1/tracks/3XF5xLJHOQQRbWya6hBp7d,audio_features,spotify:track:3XF5xLJHOQQRbWya6hBp7d,0.323,Hungary
27,0.0969,https://api.spotify.com/v1/audio-analysis/5JEx7HbmvHQQswJCsoo9rA,0.574,182623,0.758,5JEx7HbmvHQQswJCsoo9rA,0.0,1,0.395,-5.029,0,0.0621,144.111,4,https://api.spotify.com/v1/tracks/5JEx7HbmvHQQswJCsoo9rA,audio_features,spotify:track:5JEx7HbmvHQQswJCsoo9rA,0.492,Hungary
28,0.176,https://api.spotify.com/v1/audio-analysis/0E9ZjEAyAwOXZ7wJC0PD33,0.694,184560,0.77,0E9ZjEAyAwOXZ7wJC0PD33,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,https://api.spotify.com/v1/tracks/0E9ZjEAyAwOXZ7wJC0PD33,audio_features,spotify:track:0E9ZjEAyAwOXZ7wJC0PD33,0.163,Hungary
29,0.051,https://api.spotify.com/v1/audio-analysis/6TqXcAFInzjp0bODyvrWEq,0.901,197573,0.4,6TqXcAFInzjp0bODyvrWEq,0.0,0,0.0599,-8.575,1,0.126,135.984,4,https://api.spotify.com/v1/tracks/6TqXcAFInzjp0bODyvrWEq,audio_features,spotify:track:6TqXcAFInzjp0bODyvrWEq,0.346,Hungary
30,0.137,https://api.spotify.com/v1/audio-analysis/0YammaEkYSeo9vQYZ1OwS6,0.703,198947,0.66,0YammaEkYSeo9vQYZ1OwS6,0.0,10,0.192,-5.119,0,0.123,95.031,4,https://api.spotify.com/v1/tracks/0YammaEkYSeo9vQYZ1OwS6,audio_features,spotify:track:0YammaEkYSeo9vQYZ1OwS6,0.79,Hungary
31,0.271,https://api.spotify.com/v1/audio-analysis/4u7EnebtmKWzUH433cf5Qv,0.414,354320,0.404,4u7EnebtmKWzUH433cf5Qv,0.0,0,0.3,-9.928,0,0.0499,71.105,4,https://api.spotify.com/v1/tracks/4u7EnebtmKWzUH433cf5Qv,audio_features,spotify:track:4u7EnebtmKWzUH433cf5Qv,0.224,Hungary
32,0.00413,https://api.spotify.com/v1/audio-analysis/35RDmXJ59YYGNlv1KfTGsP,0.507,211267,0.644,35RDmXJ59YYGNlv1KfTGsP,0.0,4,0.217,-7.485,1,0.0641,179.913,4,https://api.spotify.com/v1/tracks/35RDmXJ59YYGNlv1KfTGsP,audio_features,spotify:track:35RDmXJ59YYGNlv1KfTGsP,0.172,Hungary
33,0.0169,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,0.596,203418,0.854,2iUXsYOEPhVqEBwsqP70rE,0.0,7,0.124,-5.114,0,0.463,120.274,4,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,audio_features,spotify:track:2iUXsYOEPhVqEBwsqP70rE,0.152,Hungary
34,0.0324,https://api.spotify.com/v1/audio-analysis/4Sib57MmYGJzSvkW84jTwh,0.715,193040,0.832,4Sib57MmYGJzSvkW84jTwh,0.0,0,0.112,-4.08,1,0.0502,91.006,4,https://api.spotify.com/v1/tracks/4Sib57MmYGJzSvkW84jTwh,audio_features,spotify:track:4Sib57MmYGJzSvkW84jTwh,0.66,Hungary
35,0.639,https://api.spotify.com/v1/audio-analysis/2S1LebN6AXXQqJolBxlWgO,0.694,281500,0.664,2S1LebN6AXXQqJolBxlWgO,0.0,2,0.0929,-4.649,1,0.05,95.941,4,https://api.spotify.com/v1/tracks/2S1LebN6AXXQqJolBxlWgO,audio_features,spotify:track:2S1LebN6AXXQqJolBxlWgO,0.676,Hungary
36,0.156,https://api.spotify.com/v1/audio-analysis/63SevszngYpZOwf63o61K4,0.592,156600,0.691,63SevszngYpZOwf63o61K4,9.78e-06,3,0.418,-8.354,1,0.196,99.976,4,https://api.spotify.com/v1/tracks/63SevszngYpZOwf63o61K4,audio_features,spotify:track:63SevszngYpZOwf63o61K4,0.0796,Hungary
37,0.381,https://api.spotify.com/v1/audio-analysis/3y3brCCecHC3Db18aIOnny,0.591,215316,0.705,3y3brCCecHC3Db18aIOnny,0.000116,9,0.131,-6.519,0,0.079,121.799,4,https://api.spotify.com/v1/tracks/3y3brCCecHC3Db18aIOnny,audio_features,spotify:track:3y3brCCecHC3Db18aIOnny,0.27,Hungary
38,0.928,https://api.spotify.com/v1/audio-analysis/1u0THw5xaGd7sYzJEh48Lt,0.36,188639,0.184,1u0THw5xaGd7sYzJEh48Lt,2.98e-05,1,0.0897,-10.672,0,0.0508,133.801,5,https://api.spotify.com/v1/tracks/1u0THw5xaGd7sYzJEh48Lt,audio_features,spotify:track:1u0THw5xaGd7sYzJEh48Lt,0.203,Hungary
39,0.173,https://api.spotify.com/v1/audio-analysis/7Feaw9WAEREY0DUOSXJLOM,0.726,166425,0.722,7Feaw9WAEREY0DUOSXJLOM,1.03e-05,5,0.141,-7.007,0,0.0456,113.92,4,https://api.spotify.com/v1/tracks/7Feaw9WAEREY0DUOSXJLOM,audio_features,spotify:track:7Feaw9WAEREY0DUOSXJLOM,0.345,Hungary
40,0.0407,https://api.spotify.com/v1/audio-analysis/4Q8aDd3H6LF8t4eY7So9O8,0.81,137448,0.625,4Q8aDd3H6LF8t4eY7So9O8,1.53e-06,11,0.118,-3.593,0,0.071,100.019,4,https://api.spotify.com/v1/tracks/4Q8aDd3H6LF8t4eY7So9O8,audio_features,spotify:track:4Q8aDd3H6LF8t4eY7So9O8,0.598,Hungary
41,0.32,https://api.spotify.com/v1/audio-analysis/4pUCKHjJ4Ijewc37rRrvHn,0.738,189052,0.861,4pUCKHjJ4Ijewc37rRrvHn,0.00175,2,0.325,-4.141,1,0.237,131.974,4,https://api.spotify.com/v1/tracks/4pUCKHjJ4Ijewc37rRrvHn,audio_features,spotify:track:4pUCKHjJ4Ijewc37rRrvHn,0.58,Hungary
42,0.934,https://api.spotify.com/v1/audio-analysis/1NJcg626wLln4pGHpiV7mf,0.351,200186,0.296,1NJcg626wLln4pGHpiV7mf,0.0,4,0.095,-10.109,0,0.0333,115.284,4,https://api.spotify.com/v1/tracks/1NJcg626wLln4pGHpiV7mf,audio_features,spotify:track:1NJcg626wLln4pGHpiV7mf,0.12,Hungary
43,0.314,https://api.spotify.com/v1/audio-analysis/0XlgY6Jrh51dY2Bfepj9hK,0.401,217826,0.648,0XlgY6Jrh51dY2Bfepj9hK,0.0,1,0.129,-6.485,1,0.18,83.976,4,https://api.spotify.com/v1/tracks/0XlgY6Jrh51dY2Bfepj9hK,audio_features,spotify:track:0XlgY6Jrh51dY2Bfepj9hK,0.278,Hungary
44,0.0668,https://api.spotify.com/v1/audio-analysis/2G4Ke0bTohNdJk0RhpPX7h,0.708,236813,0.664,2G4Ke0bTohNdJk0RhpPX7h,0.0,11,0.16,-7.002,0,0.0347,116.016,4,https://api.spotify.com/v1/tracks/2G4Ke0bTohNdJk0RhpPX7h,audio_features,spotify:track:2G4Ke0bTohNdJk0RhpPX7h,0.686,Hungary
45,0.103,https://api.spotify.com/v1/audio-analysis/6rp8bq0lhkIosumUPlTFfB,0.653,180048,0.823,6rp8bq0lhkIosumUPlTFfB,1.91e-06,11,0.212,-4.912,0,0.0482,108.943,4,https://api.spotify.com/v1/tracks/6rp8bq0lhkIosumUPlTFfB,audio_features,spotify:track:6rp8bq0lhkIosumUPlTFfB,0.519,Hungary
46,0.0391,https://api.spotify.com/v1/audio-analysis/5pZDYdwuEWlCT2Rs7mNyvW,0.737,198347,0.81,5pZDYdwuEWlCT2Rs7mNyvW,0.0,1,0.0908,-3.683,1,0.0772,121.028,4,https://api.spotify.com/v1/tracks/5pZDYdwuEWlCT2Rs7mNyvW,audio_features,spotify:track:5pZDYdwuEWlCT2Rs7mNyvW,0.407,Hungary
47,0.481,https://api.spotify.com/v1/audio-analysis/6bsERSsjVL4Cpt0e2t77Vx,0.433,212000,0.856,6bsERSsjVL4Cpt0e2t77Vx,0.0,1,0.4,-4.761,1,0.275,99.222,4,https://api.spotify.com/v1/tracks/6bsERSsjVL4Cpt0e2t77Vx,audio_features,spotify:track:6bsERSsjVL4Cpt0e2t77Vx,0.737,Hungary
48,0.0519,https://api.spotify.com/v1/audio-analysis/6jfEZdUJ2Yla6h7gTJgKuo,0.652,177391,0.453,6jfEZdUJ2Yla6h7gTJgKuo,0.0,1,0.179,-6.119,1,0.0445,88.038,3,https://api.spotify.com/v1/tracks/6jfEZdUJ2Yla6h7gTJgKuo,audio_features,spotify:track:6jfEZdUJ2Yla6h7gTJgKuo,0.432,Hungary
49,0.417,https://api.spotify.com/v1/audio-analysis/4gY9fdFTRmdyXKTmxRa4oI,0.789,199385,0.635,4gY9fdFTRmdyXKTmxRa4oI,0.0,8,0.0772,-4.683,1,0.199,130.014,4,https://api.spotify.com/v1/tracks/4gY9fdFTRmdyXKTmxRa4oI,audio_features,spotify:track:4gY9fdFTRmdyXKTmxRa4oI,0.426,Hungary
0,0.328,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,0.701,194088,0.425,2Fxmhks0bxGSBdJ92vM42m,0.13,7,0.1,-10.965,1,0.375,135.128,4,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,audio_features,spotify:track:2Fxmhks0bxGSBdJ92vM42m,0.562,Iceland
1,0.0533,https://api.spotify.com/v1/audio-analysis/6u7jPi22kF8CTQ3rb9DHE7,0.878,157067,0.619,6u7jPi22kF8CTQ3rb9DHE7,0.0,6,0.113,-5.56,1,0.102,136.041,4,https://api.spotify.com/v1/tracks/6u7jPi22kF8CTQ3rb9DHE7,audio_features,spotify:track:6u7jPi22kF8CTQ3rb9DHE7,0.639,Iceland
2,0.556,https://api.spotify.com/v1/audio-analysis/3KkXRkHbMCARz0aVfEt68P,0.76,158040,0.479,3KkXRkHbMCARz0aVfEt68P,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,https://api.spotify.com/v1/tracks/3KkXRkHbMCARz0aVfEt68P,audio_features,spotify:track:3KkXRkHbMCARz0aVfEt68P,0.913,Iceland
3,0.0427,https://api.spotify.com/v1/audio-analysis/4y3OI86AEP6PQoDE6olYhO,0.842,181040,0.734,4y3OI86AEP6PQoDE6olYhO,0.0,1,0.106,-5.065,0,0.0588,137.958,4,https://api.spotify.com/v1/tracks/4y3OI86AEP6PQoDE6olYhO,audio_features,spotify:track:4y3OI86AEP6PQoDE6olYhO,0.952,Iceland
4,0.0361,https://api.spotify.com/v1/audio-analysis/53CJANUxooaqGOtdsBTh7O,0.908,113013,0.517,53CJANUxooaqGOtdsBTh7O,1.73e-06,1,0.0949,-6.063,1,0.129,136.019,4,https://api.spotify.com/v1/tracks/53CJANUxooaqGOtdsBTh7O,audio_features,spotify:track:53CJANUxooaqGOtdsBTh7O,0.471,Iceland
5,0.0421,https://api.spotify.com/v1/audio-analysis/4kV4N9D1iKVxx1KLvtTpjS,0.726,190440,0.554,4kV4N9D1iKVxx1KLvtTpjS,0.0,5,0.106,-5.29,0,0.0917,169.999,4,https://api.spotify.com/v1/tracks/4kV4N9D1iKVxx1KLvtTpjS,audio_features,spotify:track:4kV4N9D1iKVxx1KLvtTpjS,0.335,Iceland
6,0.74,https://api.spotify.com/v1/audio-analysis/4SSnFejRGlZikf02HLewEF,0.905,193143,0.389,4SSnFejRGlZikf02HLewEF,0.162,8,0.106,-14.505,1,0.332,120.046,4,https://api.spotify.com/v1/tracks/4SSnFejRGlZikf02HLewEF,audio_features,spotify:track:4SSnFejRGlZikf02HLewEF,0.196,Iceland
7,0.371,https://api.spotify.com/v1/audio-analysis/2VxeLyX666F8uXCJ0dZF8B,0.572,215733,0.385,2VxeLyX666F8uXCJ0dZF8B,0.0,7,0.231,-6.362,1,0.0308,95.799,4,https://api.spotify.com/v1/tracks/2VxeLyX666F8uXCJ0dZF8B,audio_features,spotify:track:2VxeLyX666F8uXCJ0dZF8B,0.323,Iceland
8,0.296,https://api.spotify.com/v1/audio-analysis/5WHTFyqSii0lmT9R21abT8,0.674,178480,0.881,5WHTFyqSii0lmT9R21abT8,3.01e-06,9,0.0793,-2.853,1,0.147,98.994,4,https://api.spotify.com/v1/tracks/5WHTFyqSii0lmT9R21abT8,audio_features,spotify:track:5WHTFyqSii0lmT9R21abT8,0.234,Iceland
9,0.272,https://api.spotify.com/v1/audio-analysis/6nDKrPlXdpomGBgAlO7UdP,0.802,157202,0.645,6nDKrPlXdpomGBgAlO7UdP,0.0,5,0.119,-6.181,0,0.0715,100.001,4,https://api.spotify.com/v1/tracks/6nDKrPlXdpomGBgAlO7UdP,audio_features,spotify:track:6nDKrPlXdpomGBgAlO7UdP,0.376,Iceland
10,0.45,https://api.spotify.com/v1/audio-analysis/6Qs4SXO9dwPj5GKvVOv8Ki,0.741,171030,0.52,6Qs4SXO9dwPj5GKvVOv8Ki,1.97e-06,8,0.222,-7.513,1,0.0656,102.998,4,https://api.spotify.com/v1/tracks/6Qs4SXO9dwPj5GKvVOv8Ki,audio_features,spotify:track:6Qs4SXO9dwPj5GKvVOv8Ki,0.347,Iceland
11,0.39,https://api.spotify.com/v1/audio-analysis/3Fj47GNK2kUF0uaEDgXLaD,0.853,221543,0.351,3Fj47GNK2kUF0uaEDgXLaD,9.38e-06,7,0.752,-10.198,1,0.241,118.028,4,https://api.spotify.com/v1/tracks/3Fj47GNK2kUF0uaEDgXLaD,audio_features,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,0.282,Iceland
12,0.978,https://api.spotify.com/v1/audio-analysis/43zdsphuZLzwA9k4DJhU0I,0.367,196077,0.111,43zdsphuZLzwA9k4DJhU0I,3.97e-05,4,0.0897,-14.084,1,0.0972,82.642,4,https://api.spotify.com/v1/tracks/43zdsphuZLzwA9k4DJhU0I,audio_features,spotify:track:43zdsphuZLzwA9k4DJhU0I,0.198,Iceland
13,0.592,https://api.spotify.com/v1/audio-analysis/6ocbgoVGwYJhOv1GgI9NsF,0.778,178627,0.317,6ocbgoVGwYJhOv1GgI9NsF,0.0,1,0.0881,-10.732,0,0.334,140.048,4,https://api.spotify.com/v1/tracks/6ocbgoVGwYJhOv1GgI9NsF,audio_features,spotify:track:6ocbgoVGwYJhOv1GgI9NsF,0.327,Iceland
14,0.283,https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,0.726,168840,0.444,6IRdLKIyS4p7XNiP8r6rsx,0.143,8,0.177,-8.922,0,0.372,185.044,4,https://api.spotify.com/v1/tracks/6IRdLKIyS4p7XNiP8r6rsx,audio_features,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,0.569,Iceland
15,0.751,https://api.spotify.com/v1/audio-analysis/4QIo4oxwzzafcBWkKjDpXY,0.521,243725,0.125,4QIo4oxwzzafcBWkKjDpXY,0.00207,9,0.265,-17.832,1,0.239,111.554,4,https://api.spotify.com/v1/tracks/4QIo4oxwzzafcBWkKjDpXY,audio_features,spotify:track:4QIo4oxwzzafcBWkKjDpXY,0.0528,Iceland
16,0.462,https://api.spotify.com/v1/audio-analysis/3XF5xLJHOQQRbWya6hBp7d,0.678,180953,0.533,3XF5xLJHOQQRbWya6hBp7d,0.219,4,0.139,-10.485,1,0.186,150.455,4,https://api.spotify.com/v1/tracks/3XF5xLJHOQQRbWya6hBp7d,audio_features,spotify:track:3XF5xLJHOQQRbWya6hBp7d,0.323,Iceland
