,acousticness,analysis_url,danceability,duration_ms,energy,genre,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,year
30,0.132,https://api.spotify.com/v1/audio-analysis/48td6xvpokdYwvbl3JIiXP,0.775,246027,0.719,"['pop', 'dance pop', 'pop']",48td6xvpokdYwvbl3JIiXP,1.79e-06,7,0.0662,-6.212,0,0.0435,117.513,4,https://api.spotify.com/v1/tracks/48td6xvpokdYwvbl3JIiXP,audio_features,spotify:track:48td6xvpokdYwvbl3JIiXP,0.712,2015
31,0.162,https://api.spotify.com/v1/audio-analysis/1fidCEsYlaVE3pHwKCvpFZ,0.725,247520,0.68,"['dance pop', 'pop rap']",1fidCEsYlaVE3pHwKCvpFZ,2.13e-06,8,0.158,-5.465,1,0.0306,119.939,4,https://api.spotify.com/v1/tracks/1fidCEsYlaVE3pHwKCvpFZ,audio_features,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,0.76,2015
32,0.375,https://api.spotify.com/v1/audio-analysis/3cU2wBxuV6nFiuf6PJZNlC,0.655,184227,0.782,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b']",3cU2wBxuV6nFiuf6PJZNlC,0.0,1,0.317,-4.789,1,0.185,79.427,4,https://api.spotify.com/v1/tracks/3cU2wBxuV6nFiuf6PJZNlC,audio_features,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,0.832,2015
33,0.0372,https://api.spotify.com/v1/audio-analysis/13P5rwmk2EsoFRIz9UCeh9,0.719,237627,0.671,['pop'],13P5rwmk2EsoFRIz9UCeh9,8.21e-06,8,0.12,-6.279,1,0.0336,130.027,4,https://api.spotify.com/v1/tracks/13P5rwmk2EsoFRIz9UCeh9,audio_features,spotify:track:13P5rwmk2EsoFRIz9UCeh9,0.786,2015
34,0.205,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,0.87,251989,0.464,"['atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary', 'crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",7aXuop4Qambx5Oi3ynsKQr,0.0,4,0.0902,-8.337,1,0.178,112.974,4,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,audio_features,spotify:track:7aXuop4Qambx5Oi3ynsKQr,0.457,2015
35,0.0997,https://api.spotify.com/v1/audio-analysis/70OTIpw8x8UXUsuCHW9i1i,0.723,192107,0.711,"['boy band', 'dance pop', 'pop', 'post-teen pop', 'talent show']",70OTIpw8x8UXUsuCHW9i1i,0.0,0,0.0528,-5.576,0,0.0378,138.098,4,https://api.spotify.com/v1/tracks/70OTIpw8x8UXUsuCHW9i1i,audio_features,spotify:track:70OTIpw8x8UXUsuCHW9i1i,0.606,2015
36,0.000704,https://api.spotify.com/v1/audio-analysis/26rdOwwjC2UnweK3xeS58u,0.657,190186,0.827,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap', 'dance pop', 'hyphy', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'west coast trap', 'bass trap', 'brostep', 'edm', 'electro house', 'electronic trap', 'traprun']",26rdOwwjC2UnweK3xeS58u,0.00534,5,0.065,-4.036,1,0.0734,145.889,4,https://api.spotify.com/v1/tracks/26rdOwwjC2UnweK3xeS58u,audio_features,spotify:track:26rdOwwjC2UnweK3xeS58u,0.69,2015
37,0.0242,https://api.spotify.com/v1/audio-analysis/2S5LNtRVRPbXk01yRQ14sZ,0.854,224258,0.766,"['dance pop', 'edm', 'miami hip hop', 'pop', 'pop rap', 'dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",2S5LNtRVRPbXk01yRQ14sZ,0.0,9,0.0793,-4.697,0,0.141,118.004,4,https://api.spotify.com/v1/tracks/2S5LNtRVRPbXk01yRQ14sZ,audio_features,spotify:track:2S5LNtRVRPbXk01yRQ14sZ,0.784,2015
38,0.0573,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,0.807,187920,0.887,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b']",5jE48hhRu8E6zBDPRSkEq7,2.87e-06,9,0.124,-3.726,1,0.0503,134.052,4,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,audio_features,spotify:track:5jE48hhRu8E6zBDPRSkEq7,0.961,2015
39,0.0752,https://api.spotify.com/v1/audio-analysis/32lmL4vQAAotg6MrJnhlQZ,0.725,219320,0.534,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary', 'canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",32lmL4vQAAotg6MrJnhlQZ,0.0,11,0.0919,-6.238,1,0.0946,91.974,4,https://api.spotify.com/v1/tracks/32lmL4vQAAotg6MrJnhlQZ,audio_features,spotify:track:32lmL4vQAAotg6MrJnhlQZ,0.558,2015
40,0.247,https://api.spotify.com/v1/audio-analysis/5RIVoVdkDLEygELLCniZFr,0.821,185143,0.759,['pinoy hip hop'],5RIVoVdkDLEygELLCniZFr,0.0,8,0.321,-8.541,1,0.121,140.01,4,https://api.spotify.com/v1/tracks/5RIVoVdkDLEygELLCniZFr,audio_features,spotify:track:5RIVoVdkDLEygELLCniZFr,0.962,2015
41,0.0966,https://api.spotify.com/v1/audio-analysis/2tpfxAXiI52znho4WE3XFA,0.736,238427,0.761,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'swedish electropop', 'swedish pop', 'swedish synthpop']",2tpfxAXiI52znho4WE3XFA,0.0,4,0.0823,-5.449,0,0.0338,119.999,4,https://api.spotify.com/v1/tracks/2tpfxAXiI52znho4WE3XFA,audio_features,spotify:track:2tpfxAXiI52znho4WE3XFA,0.114,2015
42,0.0506,https://api.spotify.com/v1/audio-analysis/6gj08XDlv9Duc2fPOxUmVD,0.775,182667,0.825,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'r&b']",6gj08XDlv9Duc2fPOxUmVD,1.03e-06,7,0.111,-5.402,1,0.0464,139.091,4,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,audio_features,spotify:track:6gj08XDlv9Duc2fPOxUmVD,0.95,2015
43,0.0137,https://api.spotify.com/v1/audio-analysis/7FC9Lng8iXU081lbigu8m8,0.49,198733,0.798,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'talent show']",7FC9Lng8iXU081lbigu8m8,0.0,6,0.0627,-3.66,1,0.0489,149.109,4,https://api.spotify.com/v1/tracks/7FC9Lng8iXU081lbigu8m8,audio_features,spotify:track:7FC9Lng8iXU081lbigu8m8,0.479,2015
44,0.00406,https://api.spotify.com/v1/audio-analysis/5M9jOReAKGZ2AttVefFjTY,0.575,223140,0.831,"['big room', 'edm', 'pop', 'progressive house', 'tropical house', 'atl hip hop', 'dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']",5M9jOReAKGZ2AttVefFjTY,0.000449,0,0.111,-5.972,1,0.0356,127.991,4,https://api.spotify.com/v1/tracks/5M9jOReAKGZ2AttVefFjTY,audio_features,spotify:track:5M9jOReAKGZ2AttVefFjTY,0.377,2015
45,0.00104,https://api.spotify.com/v1/audio-analysis/3aIhJDHxr1kgTSnutJxPTH,0.708,203133,0.945,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'tropical house']",3aIhJDHxr1kgTSnutJxPTH,0.0803,5,0.227,-3.247,0,0.234,127.96,4,https://api.spotify.com/v1/tracks/3aIhJDHxr1kgTSnutJxPTH,audio_features,spotify:track:3aIhJDHxr1kgTSnutJxPTH,0.545,2015
46,0.328,https://api.spotify.com/v1/audio-analysis/0sQLhT32E9ZG2zn5iYR6nN,0.508,227280,0.677,"['reggae fusion', 'virgin islands reggae', 'pop rock']",0sQLhT32E9ZG2zn5iYR6nN,0.0,1,0.0491,-5.696,1,0.0656,121.928,5,https://api.spotify.com/v1/tracks/0sQLhT32E9ZG2zn5iYR6nN,audio_features,spotify:track:0sQLhT32E9ZG2zn5iYR6nN,0.575,2015
47,0.186,https://api.spotify.com/v1/audio-analysis/44aN5xKL3kGHvQ5bXVk6B8,0.703,208330,0.736,"['australian pop', 'dance pop', 'idol', 'pop', 'post-teen pop']",44aN5xKL3kGHvQ5bXVk6B8,1.92e-05,4,0.174,-5.709,0,0.046,119.955,4,https://api.spotify.com/v1/tracks/44aN5xKL3kGHvQ5bXVk6B8,audio_features,spotify:track:44aN5xKL3kGHvQ5bXVk6B8,0.274,2015
48,0.0062,https://api.spotify.com/v1/audio-analysis/3ESSGgWzRf1xvP7G5hHMhB,0.748,312240,0.733,"['hip hop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",3ESSGgWzRf1xvP7G5hHMhB,0.0,11,0.329,-4.421,0,0.072,93.019,4,https://api.spotify.com/v1/tracks/3ESSGgWzRf1xvP7G5hHMhB,audio_features,spotify:track:3ESSGgWzRf1xvP7G5hHMhB,0.291,2015
49,0.417,https://api.spotify.com/v1/audio-analysis/7pqgMEKsDMOHUdFQ7n0N9K,0.466,203641,0.747,"['dance pop', 'edm', 'pop']",7pqgMEKsDMOHUdFQ7n0N9K,9.76e-06,4,0.107,-4.838,0,0.0795,92.161,4,https://api.spotify.com/v1/tracks/7pqgMEKsDMOHUdFQ7n0N9K,audio_features,spotify:track:7pqgMEKsDMOHUdFQ7n0N9K,0.43,2015
50,0.181,https://api.spotify.com/v1/audio-analysis/7pNC5ZIKtwUK0ReSpM3P9f,0.741,209423,0.726,"['australian hip hop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'dance pop', 'pop', 'post-teen pop', 'r&b', 'tropical house', 'uk pop']",7pNC5ZIKtwUK0ReSpM3P9f,0.000189,3,0.111,-3.77,0,0.143,163.991,4,https://api.spotify.com/v1/tracks/7pNC5ZIKtwUK0ReSpM3P9f,audio_features,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,0.527,2015
51,0.0245,https://api.spotify.com/v1/audio-analysis/06Hdbxh6NCy6TIhjdXTchB,0.597,209208,0.685,"['dance pop', 'deep euro house', 'deep house', 'edm', 'pop', 'tropical house']",06Hdbxh6NCy6TIhjdXTchB,0.000335,11,0.182,-6.371,1,0.0367,122.002,4,https://api.spotify.com/v1/tracks/06Hdbxh6NCy6TIhjdXTchB,audio_features,spotify:track:06Hdbxh6NCy6TIhjdXTchB,0.369,2015
52,0.336,https://api.spotify.com/v1/audio-analysis/0ENSn4fwAbCGeFGVUbXEU3,0.481,295493,0.451,"['british soul', 'pop', 'uk pop']",0ENSn4fwAbCGeFGVUbXEU3,0.0,5,0.0872,-6.095,0,0.0347,157.966,4,https://api.spotify.com/v1/tracks/0ENSn4fwAbCGeFGVUbXEU3,audio_features,spotify:track:0ENSn4fwAbCGeFGVUbXEU3,0.289,2015
53,0.637,https://api.spotify.com/v1/audio-analysis/3WKg25vrbjJlkhsgl2W4p3,0.646,220627,0.431,['pop'],3WKg25vrbjJlkhsgl2W4p3,6.99e-06,6,0.113,-8.517,1,0.0262,90.034,4,https://api.spotify.com/v1/tracks/3WKg25vrbjJlkhsgl2W4p3,audio_features,spotify:track:3WKg25vrbjJlkhsgl2W4p3,0.292,2015
54,0.156,https://api.spotify.com/v1/audio-analysis/6Zo3wgDE076K2AuiGZF3CS,0.793,202307,0.774,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap', 'dance pop', 'pop', 'pop rap', 'r&b', 'rap']",6Zo3wgDE076K2AuiGZF3CS,0.0,0,0.193,-3.667,0,0.0478,113.967,4,https://api.spotify.com/v1/tracks/6Zo3wgDE076K2AuiGZF3CS,audio_features,spotify:track:6Zo3wgDE076K2AuiGZF3CS,0.547,2015
55,0.185,https://api.spotify.com/v1/audio-analysis/3G7XYAwtxtoGK7fAm4IlD9,0.79,226000,0.585,['ghanaian hip hop'],3G7XYAwtxtoGK7fAm4IlD9,0.0,8,0.292,-6.058,1,0.0348,94.072,4,https://api.spotify.com/v1/tracks/3G7XYAwtxtoGK7fAm4IlD9,audio_features,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,0.585,2015
56,0.44,https://api.spotify.com/v1/audio-analysis/3icbmPGKTsKAa0IinkizCM,0.769,186443,0.437,"['dance pop', 'pop rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'dance pop', 'electropop', 'pop', 'post-teen pop']",3icbmPGKTsKAa0IinkizCM,0.0,1,0.116,-6.406,1,0.0363,103.921,4,https://api.spotify.com/v1/tracks/3icbmPGKTsKAa0IinkizCM,audio_features,spotify:track:3icbmPGKTsKAa0IinkizCM,0.737,2015
57,0.174,https://api.spotify.com/v1/audio-analysis/5XfywqPX6XBOdYQNbOaQvy,0.6,221560,0.67,"['dance pop', 'pop', 'post-teen pop', 'east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",5XfywqPX6XBOdYQNbOaQvy,0.0,5,0.0746,-6.455,0,0.0538,88.955,4,https://api.spotify.com/v1/tracks/5XfywqPX6XBOdYQNbOaQvy,audio_features,spotify:track:5XfywqPX6XBOdYQNbOaQvy,0.25,2015
58,0.0915,https://api.spotify.com/v1/audio-analysis/6nM9Sr6MPcfpqwQTD7PZGi,0.787,185640,0.848,"['dance pop', 'europop', 'pop', 'post-teen pop', 'talent show', 'tropical house', 'uk pop', 'pop rap']",6nM9Sr6MPcfpqwQTD7PZGi,0.0,1,0.15,-4.696,1,0.0549,121.989,4,https://api.spotify.com/v1/tracks/6nM9Sr6MPcfpqwQTD7PZGi,audio_features,spotify:track:6nM9Sr6MPcfpqwQTD7PZGi,0.947,2015
59,0.24,https://api.spotify.com/v1/audio-analysis/5b2bu6yyATC1zMXDGScJ2d,0.596,192560,0.73,"['dance pop', 'edm', 'pop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'dance pop', 'electropop', 'pop', 'post-teen pop', 'big room', 'dance pop', 'deep big room', 'dutch house', 'edm', 'electro house', 'pop', 'progressive electro house', 'progressive house', 'tropical house']",5b2bu6yyATC1zMXDGScJ2d,0.0,9,0.325,-4.091,1,0.151,85.979,4,https://api.spotify.com/v1/tracks/5b2bu6yyATC1zMXDGScJ2d,audio_features,spotify:track:5b2bu6yyATC1zMXDGScJ2d,0.525,2015
60,0.0185,https://api.spotify.com/v1/audio-analysis/3NFuE3uDOr6QUw9UZ9HzKo,0.636,219043,0.815,"['dance pop', 'deep euro house', 'deep house', 'edm', 'pop', 'tropical house', 'canadian pop']",3NFuE3uDOr6QUw9UZ9HzKo,0.0,5,0.163,-5.098,0,0.0581,123.063,4,https://api.spotify.com/v1/tracks/3NFuE3uDOr6QUw9UZ9HzKo,audio_features,spotify:track:3NFuE3uDOr6QUw9UZ9HzKo,0.636,2015
61,0.00468,https://api.spotify.com/v1/audio-analysis/4OGeWgHHgWmnOllev6Q9hp,0.677,186253,0.803,"['dance pop', 'deep pop r&b', 'pop', 'pop rap', 'post-teen pop', 'r&b']",4OGeWgHHgWmnOllev6Q9hp,1.21e-05,1,0.0773,-3.823,1,0.0698,150.017,4,https://api.spotify.com/v1/tracks/4OGeWgHHgWmnOllev6Q9hp,audio_features,spotify:track:4OGeWgHHgWmnOllev6Q9hp,0.578,2015
62,0.00365,https://api.spotify.com/v1/audio-analysis/2dyyOwe0KxTZTJjjXDeLmU,0.693,194773,0.727,['pop'],2dyyOwe0KxTZTJjjXDeLmU,0.0,10,0.0576,-5.364,0,0.0749,121.937,4,https://api.spotify.com/v1/tracks/2dyyOwe0KxTZTJjjXDeLmU,audio_features,spotify:track:2dyyOwe0KxTZTJjjXDeLmU,0.746,2015
63,0.000248,https://api.spotify.com/v1/audio-analysis/5uVji14OWpj9HMKLXdhjAv,0.54,224400,0.766,['pop'],5uVji14OWpj9HMKLXdhjAv,0.0,4,0.641,-5.148,0,0.07,98.932,4,https://api.spotify.com/v1/tracks/5uVji14OWpj9HMKLXdhjAv,audio_features,spotify:track:5uVji14OWpj9HMKLXdhjAv,0.176,2015
64,0.162,https://api.spotify.com/v1/audio-analysis/0TVV2gFROJaB3kIZyCUvIY,0.799,227833,0.586,"['dance pop', 'edm', 'pop', 'tropical house', 'uk dance', 'uk funky', 'dance pop', 'pop', 'post-teen pop', 'tropical house', 'uk pop']",0TVV2gFROJaB3kIZyCUvIY,2.03e-06,11,0.193,-6.735,1,0.0377,120.97,4,https://api.spotify.com/v1/tracks/0TVV2gFROJaB3kIZyCUvIY,audio_features,spotify:track:0TVV2gFROJaB3kIZyCUvIY,0.549,2015
65,0.00212,https://api.spotify.com/v1/audio-analysis/4bBrKDo8rchikwZOtmXbIH,0.656,227560,0.692,"['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']",4bBrKDo8rchikwZOtmXbIH,0.00305,1,0.128,-6.145,0,0.0563,128.016,4,https://api.spotify.com/v1/tracks/4bBrKDo8rchikwZOtmXbIH,audio_features,spotify:track:4bBrKDo8rchikwZOtmXbIH,0.693,2015
66,0.0621,https://api.spotify.com/v1/audio-analysis/3bi8yEuK44vLcbjHkPH0u1,0.733,213707,0.565,"['canadian pop', 'indie poptimism', 'modern rock']",3bi8yEuK44vLcbjHkPH0u1,0.000324,0,0.104,-8.515,1,0.0367,120.006,4,https://api.spotify.com/v1/tracks/3bi8yEuK44vLcbjHkPH0u1,audio_features,spotify:track:3bi8yEuK44vLcbjHkPH0u1,0.35,2015
67,0.204,https://api.spotify.com/v1/audio-analysis/1hlwA8qvXx0Bl6iYuDbIuD,0.793,201336,0.505,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1hlwA8qvXx0Bl6iYuDbIuD,0.0,6,0.0413,-7.061,0,0.138,97.998,4,https://api.spotify.com/v1/tracks/1hlwA8qvXx0Bl6iYuDbIuD,audio_features,spotify:track:1hlwA8qvXx0Bl6iYuDbIuD,0.704,2015
68,0.146,https://api.spotify.com/v1/audio-analysis/2XPc8gL9PwxGURQFcFaDJR,0.777,181827,0.663,"['dance pop', 'tropical house', 'dance pop', 'edm', 'pop', 'tropical house']",2XPc8gL9PwxGURQFcFaDJR,1.52e-05,4,0.174,-6.117,1,0.0305,118.016,4,https://api.spotify.com/v1/tracks/2XPc8gL9PwxGURQFcFaDJR,audio_features,spotify:track:2XPc8gL9PwxGURQFcFaDJR,0.614,2015
69,0.289,https://api.spotify.com/v1/audio-analysis/05cXQMJcrM9msUYu11mOrs,0.32,263893,0.752,"['australian dance', 'australian pop', 'dance pop', 'pop']",05cXQMJcrM9msUYu11mOrs,0.000101,6,0.102,-4.91,0,0.056,98.88,4,https://api.spotify.com/v1/tracks/05cXQMJcrM9msUYu11mOrs,audio_features,spotify:track:05cXQMJcrM9msUYu11mOrs,0.392,2015
70,0.345,https://api.spotify.com/v1/audio-analysis/4viUsO0ZnlZrVCM945K6on,0.739,242973,0.78,['miami hip hop'],4viUsO0ZnlZrVCM945K6on,0.0,10,0.0973,-3.942,1,0.143,131.04,4,https://api.spotify.com/v1/tracks/4viUsO0ZnlZrVCM945K6on,audio_features,spotify:track:4viUsO0ZnlZrVCM945K6on,0.79,2015
71,0.116,https://api.spotify.com/v1/audio-analysis/28r9sD2b6FluK7YHjTJ0fl,0.786,208240,0.7,"['latin viral pop', 'pop', 'reggaeton']",28r9sD2b6FluK7YHjTJ0fl,0.000204,5,0.263,-5.041,0,0.059,109.021,4,https://api.spotify.com/v1/tracks/28r9sD2b6FluK7YHjTJ0fl,audio_features,spotify:track:28r9sD2b6FluK7YHjTJ0fl,0.65,2015
72,0.00906,https://api.spotify.com/v1/audio-analysis/0HFx7PLqzGxSfN59j3UHmR,0.775,207719,0.68,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']",0HFx7PLqzGxSfN59j3UHmR,0.0,0,0.109,-5.508,0,0.0629,114.025,4,https://api.spotify.com/v1/tracks/0HFx7PLqzGxSfN59j3UHmR,audio_features,spotify:track:0HFx7PLqzGxSfN59j3UHmR,0.656,2015
73,0.0616,https://api.spotify.com/v1/audio-analysis/5EnCFISDzoIMWMaicJxxX9,0.603,221453,0.828,"['latin viral pop', 'pop', 'reggaeton']",5EnCFISDzoIMWMaicJxxX9,3.26e-05,9,0.138,-5.664,1,0.0505,77.5,4,https://api.spotify.com/v1/tracks/5EnCFISDzoIMWMaicJxxX9,audio_features,spotify:track:5EnCFISDzoIMWMaicJxxX9,0.551,2015
74,0.0334,https://api.spotify.com/v1/audio-analysis/1QLH6vXRH2DrLohuY3U3Vb,0.607,270000,0.914,"['dance pop', 'pop rap', 'reggae fusion', 'dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",1QLH6vXRH2DrLohuY3U3Vb,0.0,10,0.194,-1.751,1,0.0779,127.884,4,https://api.spotify.com/v1/tracks/1QLH6vXRH2DrLohuY3U3Vb,audio_features,spotify:track:1QLH6vXRH2DrLohuY3U3Vb,0.414,2015
75,0.0244,https://api.spotify.com/v1/audio-analysis/3twQx3psUMJKj4wna5d1zU,0.746,222093,0.873,"['hip hop', 'new jersey rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",3twQx3psUMJKj4wna5d1zU,0.0,7,0.354,-3.803,1,0.128,148.075,4,https://api.spotify.com/v1/tracks/3twQx3psUMJKj4wna5d1zU,audio_features,spotify:track:3twQx3psUMJKj4wna5d1zU,0.817,2015
76,0.0174,https://api.spotify.com/v1/audio-analysis/5HdUMBc7AhPFhlPDZUpSwf,0.754,190244,0.859,"['french indie pop', 'french rock']",5HdUMBc7AhPFhlPDZUpSwf,0.00012,9,0.384,-5.875,0,0.0264,122.995,4,https://api.spotify.com/v1/tracks/5HdUMBc7AhPFhlPDZUpSwf,audio_features,spotify:track:5HdUMBc7AhPFhlPDZUpSwf,0.774,2015
77,0.115,https://api.spotify.com/v1/audio-analysis/6cv0maKXFbjZRmu3Oxb4jJ,0.706,225787,0.716,"['australian pop', 'pop', 'post-teen pop', 'viral pop']",6cv0maKXFbjZRmu3Oxb4jJ,0.0,4,0.112,-4.738,0,0.0347,116.991,4,https://api.spotify.com/v1/tracks/6cv0maKXFbjZRmu3Oxb4jJ,audio_features,spotify:track:6cv0maKXFbjZRmu3Oxb4jJ,0.796,2015
78,0.0703,https://api.spotify.com/v1/audio-analysis/4dL1HwRWQgWK9timX9PLex,0.733,209160,0.65,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'swedish electropop', 'swedish pop', 'swedish synthpop']",4dL1HwRWQgWK9timX9PLex,6.59e-05,5,0.0829,-3.539,1,0.0315,110.003,4,https://api.spotify.com/v1/tracks/4dL1HwRWQgWK9timX9PLex,audio_features,spotify:track:4dL1HwRWQgWK9timX9PLex,0.348,2015
79,0.253,https://api.spotify.com/v1/audio-analysis/6iEDVsbUBGckKhuSBD3Eqf,0.258,250267,0.659,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']",6iEDVsbUBGckKhuSBD3Eqf,0.0,5,0.111,-5.903,0,0.0596,189.558,4,https://api.spotify.com/v1/tracks/6iEDVsbUBGckKhuSBD3Eqf,audio_features,spotify:track:6iEDVsbUBGckKhuSBD3Eqf,0.272,2015
80,0.0019,https://api.spotify.com/v1/audio-analysis/31z7g4RzMGT1zV62rksUKt,0.435,260559,0.882,"['electropop', 'indie cafe pop', 'indie poptimism', 'pop', 'post-teen pop']",31z7g4RzMGT1zV62rksUKt,4.63e-05,11,0.107,-3.924,1,0.0501,167.144,4,https://api.spotify.com/v1/tracks/31z7g4RzMGT1zV62rksUKt,audio_features,spotify:track:31z7g4RzMGT1zV62rksUKt,0.392,2015
81,0.0119,https://api.spotify.com/v1/audio-analysis/4tnnfGGLBYWwotE4Q8H5jf,0.734,235480,0.787,"['pop', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']",4tnnfGGLBYWwotE4Q8H5jf,0.0,1,0.098,-7.151,1,0.0578,120.006,4,https://api.spotify.com/v1/tracks/4tnnfGGLBYWwotE4Q8H5jf,audio_features,spotify:track:4tnnfGGLBYWwotE4Q8H5jf,0.692,2015
82,0.227,https://api.spotify.com/v1/audio-analysis/1FO03aL21QcvllpoCMN4kM,0.652,232602,0.588,"['australian hip hop', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']",1FO03aL21QcvllpoCMN4kM,0.0,7,0.0961,-4.753,1,0.0814,153.399,4,https://api.spotify.com/v1/tracks/1FO03aL21QcvllpoCMN4kM,audio_features,spotify:track:1FO03aL21QcvllpoCMN4kM,0.276,2015
83,0.106,https://api.spotify.com/v1/audio-analysis/42bUsj5M2olT2wRMRaro9g,0.597,242453,0.589,"['canadian contemporary r&b', 'canadian pop', 'pop', 'rap', 'dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop']",42bUsj5M2olT2wRMRaro9g,0.0,0,0.145,-7.034,0,0.0736,112.997,4,https://api.spotify.com/v1/tracks/42bUsj5M2olT2wRMRaro9g,audio_features,spotify:track:42bUsj5M2olT2wRMRaro9g,0.211,2015
84,0.304,https://api.spotify.com/v1/audio-analysis/6eLrCtqlpjroAkES2EHCx0,0.818,235382,0.67,"['pop', 'uk pop']",6eLrCtqlpjroAkES2EHCx0,1.22e-06,8,0.0601,-4.451,0,0.0472,119.988,4,https://api.spotify.com/v1/tracks/6eLrCtqlpjroAkES2EHCx0,audio_features,spotify:track:6eLrCtqlpjroAkES2EHCx0,0.939,2015
85,0.0256,https://api.spotify.com/v1/audio-analysis/1g9V4qY5UaWJJRRYL9WYmG,0.674,206013,0.84,"['dance pop', 'tropical house']",1g9V4qY5UaWJJRRYL9WYmG,0.0,10,0.269,-4.493,0,0.0371,121.947,4,https://api.spotify.com/v1/tracks/1g9V4qY5UaWJJRRYL9WYmG,audio_features,spotify:track:1g9V4qY5UaWJJRRYL9WYmG,0.579,2015
86,0.0881,https://api.spotify.com/v1/audio-analysis/6bRbeEgg8v8BQ0HuVuPE7v,0.639,204067,0.707,"['pop', 'post-teen pop', 'viral pop']",6bRbeEgg8v8BQ0HuVuPE7v,0.0,7,0.176,-5.062,1,0.0739,87.944,4,https://api.spotify.com/v1/tracks/6bRbeEgg8v8BQ0HuVuPE7v,audio_features,spotify:track:6bRbeEgg8v8BQ0HuVuPE7v,0.352,2015
87,0.133,https://api.spotify.com/v1/audio-analysis/0r4SsYcwvd8URat6AS2m6f,0.694,201122,0.712,"['dance pop', 'edm', 'electropop', 'pop', 'post-teen pop', 'r&b', 'scandipop', 'swedish electropop', 'swedish pop', 'tropical house']",0r4SsYcwvd8URat6AS2m6f,0.0,7,0.211,-3.923,0,0.046,98.022,4,https://api.spotify.com/v1/tracks/0r4SsYcwvd8URat6AS2m6f,audio_features,spotify:track:0r4SsYcwvd8URat6AS2m6f,0.799,2015
88,0.281,https://api.spotify.com/v1/audio-analysis/7y2YUIyCuVhBidENVT0068,0.258,252539,0.631,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'r&b', 'tropical house']",7y2YUIyCuVhBidENVT0068,0.0,5,0.127,-6.617,0,0.0541,189.583,4,https://api.spotify.com/v1/tracks/7y2YUIyCuVhBidENVT0068,audio_features,spotify:track:7y2YUIyCuVhBidENVT0068,0.266,2015
