,acousticness,analysis_url,danceability,duration_ms,energy,genre,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,year
31,0.159,https://api.spotify.com/v1/audio-analysis/4YR6Dextuoc3I8nJ0XgzKI,0.564,226293,0.911,"['album rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock', 'yacht rock']",4YR6Dextuoc3I8nJ0XgzKI,4.36e-05,2,0.118,-5.39,1,0.0536,173.938,4,https://api.spotify.com/v1/tracks/4YR6Dextuoc3I8nJ0XgzKI,audio_features,spotify:track:4YR6Dextuoc3I8nJ0XgzKI,0.582,1980s
32,0.103,https://api.spotify.com/v1/audio-analysis/7o7E1nrHWncYY7PY94gCiX,0.68,252773,0.678,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",7o7E1nrHWncYY7PY94gCiX,0.00828,1,0.204,-11.548,1,0.0754,131.165,4,https://api.spotify.com/v1/tracks/7o7E1nrHWncYY7PY94gCiX,audio_features,spotify:track:7o7E1nrHWncYY7PY94gCiX,0.251,1980s
33,0.000547,https://api.spotify.com/v1/audio-analysis/7723JnKU2R15Iv4T7OJrly,0.906,239253,0.63,"['disco', 'minneapolis sound']",7723JnKU2R15Iv4T7OJrly,0.616,0,0.0994,-8.071,1,0.0575,122.458,4,https://api.spotify.com/v1/tracks/7723JnKU2R15Iv4T7OJrly,audio_features,spotify:track:7723JnKU2R15Iv4T7OJrly,0.342,1980s
34,0.103,https://api.spotify.com/v1/audio-analysis/2u8MGAiS2hBVE7GZzTZLQI,0.688,229467,0.858,"['dance pop', 'dance rock', 'disco', 'girl group', 'hi-nrg', 'mellow gold', 'motown', 'new wave pop', 'post-disco', 'quiet storm', 'soft rock']",2u8MGAiS2hBVE7GZzTZLQI,0.000118,5,0.147,-6.496,0,0.0348,92.253,4,https://api.spotify.com/v1/tracks/2u8MGAiS2hBVE7GZzTZLQI,audio_features,spotify:track:2u8MGAiS2hBVE7GZzTZLQI,0.697,1980s
35,0.465,https://api.spotify.com/v1/audio-analysis/3OeUlriM0EZHdWleJtjoVr,0.767,234653,0.854,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock']",3OeUlriM0EZHdWleJtjoVr,2.03e-06,4,0.485,-6.947,1,0.0426,149.206,4,https://api.spotify.com/v1/tracks/3OeUlriM0EZHdWleJtjoVr,audio_features,spotify:track:3OeUlriM0EZHdWleJtjoVr,0.963,1980s
36,0.403,https://api.spotify.com/v1/audio-analysis/0qi4b1l0eT3jpzeNHeFXDT,0.766,220893,0.772,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",0qi4b1l0eT3jpzeNHeFXDT,0.0584,0,0.183,-9.362,1,0.0353,128.166,4,https://api.spotify.com/v1/tracks/0qi4b1l0eT3jpzeNHeFXDT,audio_features,spotify:track:0qi4b1l0eT3jpzeNHeFXDT,0.92,1980s
37,0.195,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,0.917,184480,0.588,[],1mCsF9Tw4AkIZOjvZbZZdT,0.0,10,0.0914,-11.047,1,0.0607,110.077,4,https://api.spotify.com/v1/tracks/1mCsF9Tw4AkIZOjvZbZZdT,audio_features,spotify:track:1mCsF9Tw4AkIZOjvZbZZdT,0.828,1980s
38,0.119,https://api.spotify.com/v1/audio-analysis/3VZmChrnVW8JK6ano4gSED,0.805,238600,0.601,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",3VZmChrnVW8JK6ano4gSED,0.000129,0,0.0581,-9.7,0,0.0579,94.382,4,https://api.spotify.com/v1/tracks/3VZmChrnVW8JK6ano4gSED,audio_features,spotify:track:3VZmChrnVW8JK6ano4gSED,0.746,1980s
39,0.125,https://api.spotify.com/v1/audio-analysis/3nFJbZCHP4d9vduKjJLdBL,0.734,230467,0.583,"['funk', 'motown', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",3nFJbZCHP4d9vduKjJLdBL,0.0,2,0.0367,-11.866,1,0.129,109.935,4,https://api.spotify.com/v1/tracks/3nFJbZCHP4d9vduKjJLdBL,audio_features,spotify:track:3nFJbZCHP4d9vduKjJLdBL,0.76,1980s
40,0.0674,https://api.spotify.com/v1/audio-analysis/7INi4pMPG4IE0Smx5y4KVf,0.749,304507,0.699,"['yacht rock', 'mellow gold', 'soft rock']",7INi4pMPG4IE0Smx5y4KVf,0.00192,1,0.0763,-13.108,1,0.0371,128.904,4,https://api.spotify.com/v1/tracks/7INi4pMPG4IE0Smx5y4KVf,audio_features,spotify:track:7INi4pMPG4IE0Smx5y4KVf,0.935,1980s
41,0.00796,https://api.spotify.com/v1/audio-analysis/6qUEOWqOzu1rLPUPQ1ECpx,0.759,309760,0.578,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'rap', 'album rock', 'classic rock', 'hard rock', 'rock']",6qUEOWqOzu1rLPUPQ1ECpx,8.18e-05,6,0.0605,-12.56,0,0.0468,105.598,4,https://api.spotify.com/v1/tracks/6qUEOWqOzu1rLPUPQ1ECpx,audio_features,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,0.944,1980s
42,0.219,https://api.spotify.com/v1/audio-analysis/4kOfxxnW1ukZdsNbCKY9br,0.851,226880,0.406,"['disco', 'mellow gold', 'new wave pop', 'soft rock']",4kOfxxnW1ukZdsNbCKY9br,6.41e-06,1,0.0853,-11.631,1,0.0661,97.84,4,https://api.spotify.com/v1/tracks/4kOfxxnW1ukZdsNbCKY9br,audio_features,spotify:track:4kOfxxnW1ukZdsNbCKY9br,0.792,1980s
43,0.0325,https://api.spotify.com/v1/audio-analysis/4W4wYHtsrgDiivRASVOINL,0.715,321573,0.817,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'post-punk', 'rock', 'zolo']",4W4wYHtsrgDiivRASVOINL,1.61e-06,5,0.851,-6.227,0,0.0532,133.858,4,https://api.spotify.com/v1/tracks/4W4wYHtsrgDiivRASVOINL,audio_features,spotify:track:4W4wYHtsrgDiivRASVOINL,0.871,1980s
44,0.214,https://api.spotify.com/v1/audio-analysis/2zjt2hHBbiv5SuxYg8Z7eP,0.707,238120,0.788,"['dance pop', 'dance rock', 'disco', 'europop', 'mellow gold', 'new wave pop', 'permanent wave', 'pop rock', 'soft rock']",2zjt2hHBbiv5SuxYg8Z7eP,0.000571,6,0.308,-5.269,1,0.0333,120.465,4,https://api.spotify.com/v1/tracks/2zjt2hHBbiv5SuxYg8Z7eP,audio_features,spotify:track:2zjt2hHBbiv5SuxYg8Z7eP,0.746,1980s
45,0.382,https://api.spotify.com/v1/audio-analysis/0aAR5HogGoT68EWFbyRFqx,0.532,244533,0.729,"['dance rock', 'disco', 'europop', 'new wave pop', 'soft rock']",0aAR5HogGoT68EWFbyRFqx,0.0,10,0.366,-6.84,1,0.0474,121.97,4,https://api.spotify.com/v1/tracks/0aAR5HogGoT68EWFbyRFqx,audio_features,spotify:track:0aAR5HogGoT68EWFbyRFqx,0.595,1980s
46,0.21,https://api.spotify.com/v1/audio-analysis/5jSz894ljfWE0IcHBSM39i,0.761,215173,0.67,"['funk', 'minneapolis sound', 'motown']",5jSz894ljfWE0IcHBSM39i,0.000426,2,0.0685,-12.759,1,0.0438,120.752,4,https://api.spotify.com/v1/tracks/5jSz894ljfWE0IcHBSM39i,audio_features,spotify:track:5jSz894ljfWE0IcHBSM39i,0.91,1980s
47,0.0745,https://api.spotify.com/v1/audio-analysis/4xiyq1iRdsxuU1BPUJ490Z,0.724,203267,0.523,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock']",4xiyq1iRdsxuU1BPUJ490Z,0.703,11,0.0811,-11.139,1,0.116,185.075,4,https://api.spotify.com/v1/tracks/4xiyq1iRdsxuU1BPUJ490Z,audio_features,spotify:track:4xiyq1iRdsxuU1BPUJ490Z,0.965,1980s
48,0.204,https://api.spotify.com/v1/audio-analysis/3MIVb9pn5cDSdK7yNDsMU1,0.683,236160,0.875,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",3MIVb9pn5cDSdK7yNDsMU1,1.9e-06,4,0.0631,-6.916,0,0.0481,115.401,4,https://api.spotify.com/v1/tracks/3MIVb9pn5cDSdK7yNDsMU1,audio_features,spotify:track:3MIVb9pn5cDSdK7yNDsMU1,0.674,1980s
49,0.0159,https://api.spotify.com/v1/audio-analysis/6AJlcxjEO2baFC24GPsJjg,0.575,348707,0.811,"['disco', 'europop', 'new wave pop', 'soft rock']",6AJlcxjEO2baFC24GPsJjg,4.37e-06,9,0.0902,-10.981,0,0.0401,149.671,4,https://api.spotify.com/v1/tracks/6AJlcxjEO2baFC24GPsJjg,audio_features,spotify:track:6AJlcxjEO2baFC24GPsJjg,0.873,1980s
50,0.202,https://api.spotify.com/v1/audio-analysis/480dDrqG7LO6qDaphHeXlM,0.623,210133,0.94,"['album rock', 'art rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",480dDrqG7LO6qDaphHeXlM,0.00184,0,0.0472,-5.731,1,0.0365,131.037,4,https://api.spotify.com/v1/tracks/480dDrqG7LO6qDaphHeXlM,audio_features,spotify:track:480dDrqG7LO6qDaphHeXlM,0.837,1980s
51,0.055,https://api.spotify.com/v1/audio-analysis/17Ng10tIgnYmAitl0SgT3R,0.696,252227,0.89,"['album rock', 'art rock', 'classic rock', 'dance rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'symphonic rock']",17Ng10tIgnYmAitl0SgT3R,0.0596,5,0.5,-6.819,1,0.0441,98.742,4,https://api.spotify.com/v1/tracks/17Ng10tIgnYmAitl0SgT3R,audio_features,spotify:track:17Ng10tIgnYmAitl0SgT3R,0.922,1980s
52,0.143,https://api.spotify.com/v1/audio-analysis/2AX5E86cn9n2dgioZEjirI,0.562,206760,0.383,"['art rock', 'britpop', 'dance rock', 'glam rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'protopunk', 'pub rock', 'punk', 'rock', 'ska', 'uk post-punk', 'zolo']",2AX5E86cn9n2dgioZEjirI,0.124,6,0.138,-15.474,1,0.0304,93.764,3,https://api.spotify.com/v1/tracks/2AX5E86cn9n2dgioZEjirI,audio_features,spotify:track:2AX5E86cn9n2dgioZEjirI,0.599,1980s
53,0.0174,https://api.spotify.com/v1/audio-analysis/0kPeymTUiaidv48eRrMISu,0.659,224693,0.541,"['new wave pop', 'soft rock']",0kPeymTUiaidv48eRrMISu,0.0,5,0.198,-7.919,1,0.0272,116.685,4,https://api.spotify.com/v1/tracks/0kPeymTUiaidv48eRrMISu,audio_features,spotify:track:0kPeymTUiaidv48eRrMISu,0.56,1980s
54,0.0713,https://api.spotify.com/v1/audio-analysis/5eU8qMd0TpaLqTGDZJaLDs,0.801,180518,0.723,"['australian rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",5eU8qMd0TpaLqTGDZJaLDs,0.154,10,0.0675,-4.985,0,0.0689,109.03,4,https://api.spotify.com/v1/tracks/5eU8qMd0TpaLqTGDZJaLDs,audio_features,spotify:track:5eU8qMd0TpaLqTGDZJaLDs,0.883,1980s
55,0.0025,https://api.spotify.com/v1/audio-analysis/648BMGrt98kUbLo24A4vgj,0.668,245467,0.779,"['album rock', 'classic rock', 'dance rock', 'folk rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'soft rock']",648BMGrt98kUbLo24A4vgj,0.000347,9,0.139,-11.089,1,0.0325,140.873,4,https://api.spotify.com/v1/tracks/648BMGrt98kUbLo24A4vgj,audio_features,spotify:track:648BMGrt98kUbLo24A4vgj,0.963,1980s
56,0.24,https://api.spotify.com/v1/audio-analysis/5oidljiMjeJTWUGZ4TfFea,0.678,237520,0.643,"['glam rock', 'rock', 'album rock', 'art rock', 'dance rock', 'glam rock', 'new wave', 'permanent wave', 'protopunk', 'rock']",5oidljiMjeJTWUGZ4TfFea,0.0,2,0.0708,-9.316,1,0.0444,113.46,4,https://api.spotify.com/v1/tracks/5oidljiMjeJTWUGZ4TfFea,audio_features,spotify:track:5oidljiMjeJTWUGZ4TfFea,0.534,1980s
57,0.0252,https://api.spotify.com/v1/audio-analysis/4UB3TaEGEY9WoOpxYNMgy4,0.524,164867,0.881,"['classic canadian rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",4UB3TaEGEY9WoOpxYNMgy4,0.0,5,0.101,-4.479,1,0.0468,101.677,4,https://api.spotify.com/v1/tracks/4UB3TaEGEY9WoOpxYNMgy4,audio_features,spotify:track:4UB3TaEGEY9WoOpxYNMgy4,0.62,1980s
58,0.413,https://api.spotify.com/v1/audio-analysis/7gfAYm7X5HMSuKcO4dy8Wi,0.818,274067,0.705,"['adult standards', 'brill building pop', 'christmas', 'classic soul', 'disco', 'folk rock', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']",7gfAYm7X5HMSuKcO4dy8Wi,0.0,4,0.0269,-9.609,1,0.0329,123.436,4,https://api.spotify.com/v1/tracks/7gfAYm7X5HMSuKcO4dy8Wi,audio_features,spotify:track:7gfAYm7X5HMSuKcO4dy8Wi,0.965,1980s
59,0.121,https://api.spotify.com/v1/audio-analysis/60HDLY1Dh2Hy9wTVI3WPzO,0.558,259500,0.768,"['album rock', 'art rock', 'classic rock', 'dance rock', 'mellow gold', 'new wave', 'permanent wave', 'rock', 'soft rock']",60HDLY1Dh2Hy9wTVI3WPzO,0.0626,2,0.128,-9.997,1,0.0343,81.909,4,https://api.spotify.com/v1/tracks/60HDLY1Dh2Hy9wTVI3WPzO,audio_features,spotify:track:60HDLY1Dh2Hy9wTVI3WPzO,0.429,1980s
60,0.0885,https://api.spotify.com/v1/audio-analysis/0wQy2OO7jKjm0OOmA7gv3f,0.775,311440,0.852,['pop'],0wQy2OO7jKjm0OOmA7gv3f,2.37e-05,11,0.823,-4.813,1,0.0526,118.561,4,https://api.spotify.com/v1/tracks/0wQy2OO7jKjm0OOmA7gv3f,audio_features,spotify:track:0wQy2OO7jKjm0OOmA7gv3f,0.84,1980s
61,0.0335,https://api.spotify.com/v1/audio-analysis/0bvpSvOYt4KTfZIZJmyFOs,0.677,506227,0.621,"['album rock', 'classic rock', 'dance rock', 'hard rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock']",0bvpSvOYt4KTfZIZJmyFOs,0.0529,9,0.285,-11.766,1,0.0364,146.74,4,https://api.spotify.com/v1/tracks/0bvpSvOYt4KTfZIZJmyFOs,audio_features,spotify:track:0bvpSvOYt4KTfZIZJmyFOs,0.673,1980s
62,0.07,https://api.spotify.com/v1/audio-analysis/6jJCk7oHNwyowOUaF3gXEu,0.677,220227,0.985,"['disco', 'freestyle', 'hi-nrg', 'mellow gold', 'new wave pop', 'soft rock']",6jJCk7oHNwyowOUaF3gXEu,3.62e-05,1,0.351,-4.678,1,0.0549,118.092,4,https://api.spotify.com/v1/tracks/6jJCk7oHNwyowOUaF3gXEu,audio_features,spotify:track:6jJCk7oHNwyowOUaF3gXEu,0.87,1980s
63,0.0114,https://api.spotify.com/v1/audio-analysis/7FlwylpJSe3ea6m1IrkizS,0.648,245360,0.947,"['art pop', 'dance pop', 'dance rock', 'europop', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']",7FlwylpJSe3ea6m1IrkizS,0.0567,4,0.105,-6.617,0,0.0369,113.255,4,https://api.spotify.com/v1/tracks/7FlwylpJSe3ea6m1IrkizS,audio_features,spotify:track:7FlwylpJSe3ea6m1IrkizS,0.602,1980s
64,0.0896,https://api.spotify.com/v1/audio-analysis/5suJZTE8SpSmR4zMqxLg3V,0.656,266213,0.734,['new wave pop'],5suJZTE8SpSmR4zMqxLg3V,9.99e-05,3,0.301,-10.25,1,0.028,116.246,4,https://api.spotify.com/v1/tracks/5suJZTE8SpSmR4zMqxLg3V,audio_features,spotify:track:5suJZTE8SpSmR4zMqxLg3V,0.591,1980s
65,0.0153,https://api.spotify.com/v1/audio-analysis/1so85Or3C7J0sBnBOucVBA,0.637,192667,0.706,[],1so85Or3C7J0sBnBOucVBA,1.99e-06,5,0.167,-9.445,1,0.0349,121.105,4,https://api.spotify.com/v1/tracks/1so85Or3C7J0sBnBOucVBA,audio_features,spotify:track:1so85Or3C7J0sBnBOucVBA,0.858,1980s
66,0.037,https://api.spotify.com/v1/audio-analysis/5HiKQLlJ3LAuz8J9yHB0HX,0.879,230573,0.693,"['disco', 'post-disco']",5HiKQLlJ3LAuz8J9yHB0HX,0.119,11,0.18,-10.577,1,0.046,133.231,4,https://api.spotify.com/v1/tracks/5HiKQLlJ3LAuz8J9yHB0HX,audio_features,spotify:track:5HiKQLlJ3LAuz8J9yHB0HX,0.966,1980s
67,0.0853,https://api.spotify.com/v1/audio-analysis/5mYtpXrZZ1bbGJYDGC8I0Y,0.543,284773,0.482,"['europop', 'german pop', 'german rock', 'new wave pop']",5mYtpXrZZ1bbGJYDGC8I0Y,9.22e-05,4,0.111,-12.789,1,0.194,193.513,4,https://api.spotify.com/v1/tracks/5mYtpXrZZ1bbGJYDGC8I0Y,audio_features,spotify:track:5mYtpXrZZ1bbGJYDGC8I0Y,0.415,1980s
68,0.155,https://api.spotify.com/v1/audio-analysis/2S9lDlH0ZLVwpJiRQUdLJE,0.794,230533,0.55,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soul']",2S9lDlH0ZLVwpJiRQUdLJE,0.000271,11,0.113,-12.988,1,0.0367,127.736,4,https://api.spotify.com/v1/tracks/2S9lDlH0ZLVwpJiRQUdLJE,audio_features,spotify:track:2S9lDlH0ZLVwpJiRQUdLJE,0.744,1980s
69,0.052,https://api.spotify.com/v1/audio-analysis/7aHRctaQ7vjxVTVmY8OhAA,0.661,296080,0.908,"['album rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'soft rock']",7aHRctaQ7vjxVTVmY8OhAA,0.0,5,0.0708,-4.897,1,0.039,144.091,4,https://api.spotify.com/v1/tracks/7aHRctaQ7vjxVTVmY8OhAA,audio_features,spotify:track:7aHRctaQ7vjxVTVmY8OhAA,0.656,1980s
70,0.0674,https://api.spotify.com/v1/audio-analysis/4YUlGNZfYA6EUE5KDsGqpC,0.639,175347,0.923,"['mellow gold', 'soft rock']",4YUlGNZfYA6EUE5KDsGqpC,0.0,7,0.0879,-5.708,1,0.032,97.874,4,https://api.spotify.com/v1/tracks/4YUlGNZfYA6EUE5KDsGqpC,audio_features,spotify:track:4YUlGNZfYA6EUE5KDsGqpC,0.761,1980s
71,0.218,https://api.spotify.com/v1/audio-analysis/6i8ecOsx4J2Px1maiqzqoG,0.69,222733,0.54,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",6i8ecOsx4J2Px1maiqzqoG,0.00657,4,0.115,-10.516,1,0.0317,114.846,4,https://api.spotify.com/v1/tracks/6i8ecOsx4J2Px1maiqzqoG,audio_features,spotify:track:6i8ecOsx4J2Px1maiqzqoG,0.764,1980s
72,0.413,https://api.spotify.com/v1/audio-analysis/5uzNa0SBGOe5pPnstWHMCt,0.466,273720,0.615,"['bow pop', 'dance rock', 'new wave pop']",5uzNa0SBGOe5pPnstWHMCt,0.0,0,0.343,-9.102,1,0.0492,108.016,4,https://api.spotify.com/v1/tracks/5uzNa0SBGOe5pPnstWHMCt,audio_features,spotify:track:5uzNa0SBGOe5pPnstWHMCt,0.812,1980s
73,0.363,https://api.spotify.com/v1/audio-analysis/40dJCw4xU6Bd5ie9rfagNo,0.637,251480,0.811,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']",40dJCw4xU6Bd5ie9rfagNo,0.00451,7,0.107,-11.345,1,0.0583,112.053,4,https://api.spotify.com/v1/tracks/40dJCw4xU6Bd5ie9rfagNo,audio_features,spotify:track:40dJCw4xU6Bd5ie9rfagNo,0.552,1980s
74,0.0891,https://api.spotify.com/v1/audio-analysis/1xPSDf8z4dH46gkvlLtvDO,0.617,244707,0.533,['hi-nrg'],1xPSDf8z4dH46gkvlLtvDO,4.04e-06,3,0.0415,-11.516,0,0.0651,158.86,4,https://api.spotify.com/v1/tracks/1xPSDf8z4dH46gkvlLtvDO,audio_features,spotify:track:1xPSDf8z4dH46gkvlLtvDO,0.835,1980s
75,0.405,https://api.spotify.com/v1/audio-analysis/4tyl9OMKMG8F2L0RUYQMH3,0.461,249960,0.918,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",4tyl9OMKMG8F2L0RUYQMH3,0.00033,4,0.126,-8.507,1,0.0959,172.435,4,https://api.spotify.com/v1/tracks/4tyl9OMKMG8F2L0RUYQMH3,audio_features,spotify:track:4tyl9OMKMG8F2L0RUYQMH3,0.802,1980s
76,0.186,https://api.spotify.com/v1/audio-analysis/5XsMz0YfEaHZE0MTb1aujs,0.618,230693,0.764,"['dance pop', 'dance rock', 'disco', 'europop', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",5XsMz0YfEaHZE0MTb1aujs,0.0,0,0.12,-6.027,1,0.0562,81.366,4,https://api.spotify.com/v1/tracks/5XsMz0YfEaHZE0MTb1aujs,audio_features,spotify:track:5XsMz0YfEaHZE0MTb1aujs,0.876,1980s
77,0.455,https://api.spotify.com/v1/audio-analysis/0lzpfrTARexLFXEACKSXTh,0.489,181787,0.927,"['glam rock', 'mellow gold', 'piano rock', 'rock', 'soft rock']",0lzpfrTARexLFXEACKSXTh,0.00165,10,0.305,-6.298,0,0.17,177.354,4,https://api.spotify.com/v1/tracks/0lzpfrTARexLFXEACKSXTh,audio_features,spotify:track:0lzpfrTARexLFXEACKSXTh,0.79,1980s
78,0.0139,https://api.spotify.com/v1/audio-analysis/7gozgbG5EBTukCFWToTRA5,0.565,277480,0.764,"['irish rock', 'permanent wave', 'rock']",7gozgbG5EBTukCFWToTRA5,0.00488,1,0.079,-9.43,1,0.0351,100.891,4,https://api.spotify.com/v1/tracks/7gozgbG5EBTukCFWToTRA5,audio_features,spotify:track:7gozgbG5EBTukCFWToTRA5,0.686,1980s
79,0.0215,https://api.spotify.com/v1/audio-analysis/25BxqC9Yo7TQ175DLAyMJs,0.703,248267,0.517,"['adult standards', 'album rock', 'bubblegum pop', 'disco', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",25BxqC9Yo7TQ175DLAyMJs,0.0,5,0.0953,-12.093,1,0.0254,110.52,4,https://api.spotify.com/v1/tracks/25BxqC9Yo7TQ175DLAyMJs,audio_features,spotify:track:25BxqC9Yo7TQ175DLAyMJs,0.689,1980s
80,0.164,https://api.spotify.com/v1/audio-analysis/0Zt9fqRK58Y0onY1VwaKp7,0.796,218907,0.693,"['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']",0Zt9fqRK58Y0onY1VwaKp7,1.77e-05,2,0.0408,-6.02,1,0.0413,108.8,4,https://api.spotify.com/v1/tracks/0Zt9fqRK58Y0onY1VwaKp7,audio_features,spotify:track:0Zt9fqRK58Y0onY1VwaKp7,0.954,1980s
81,0.0678,https://api.spotify.com/v1/audio-analysis/5VVwwfK6Cp9IydkhKfJUEq,0.54,222707,0.96,"['glam metal', 'rock']",5VVwwfK6Cp9IydkhKfJUEq,2.34e-06,0,0.342,-2.971,0,0.0521,122.761,4,https://api.spotify.com/v1/tracks/5VVwwfK6Cp9IydkhKfJUEq,audio_features,spotify:track:5VVwwfK6Cp9IydkhKfJUEq,0.802,1980s
82,0.436,https://api.spotify.com/v1/audio-analysis/7AMnWNkwYPxaVDgkwmEEKj,0.767,254613,0.632,"['europop', 'swedish pop']",7AMnWNkwYPxaVDgkwmEEKj,7.49e-06,0,0.2,-8.288,1,0.028,118.35,4,https://api.spotify.com/v1/tracks/7AMnWNkwYPxaVDgkwmEEKj,audio_features,spotify:track:7AMnWNkwYPxaVDgkwmEEKj,0.953,1980s
83,0.0436,https://api.spotify.com/v1/audio-analysis/6ml6iL8HUdQKgtMaehAZc8,0.631,213067,0.932,"['album rock', 'british invasion', 'classic rock', 'protopunk', 'rock']",6ml6iL8HUdQKgtMaehAZc8,0.137,5,0.0918,-4.142,1,0.0354,122.429,4,https://api.spotify.com/v1/tracks/6ml6iL8HUdQKgtMaehAZc8,audio_features,spotify:track:6ml6iL8HUdQKgtMaehAZc8,0.971,1980s
84,0.168,https://api.spotify.com/v1/audio-analysis/6CtNdzwFfWUHOSXyJsHvBe,0.66,263040,0.816,"['art rock', 'dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'scottish new wave', 'soft rock', 'synthpop']",6CtNdzwFfWUHOSXyJsHvBe,0.0181,2,0.0608,-6.61,1,0.0299,111.346,4,https://api.spotify.com/v1/tracks/6CtNdzwFfWUHOSXyJsHvBe,audio_features,spotify:track:6CtNdzwFfWUHOSXyJsHvBe,0.678,1980s
85,0.151,https://api.spotify.com/v1/audio-analysis/0PP933bHgvV0eD19dG3ms5,0.384,275693,0.846,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",0PP933bHgvV0eD19dG3ms5,7.73e-05,7,0.0913,-5.591,1,0.0365,90.172,4,https://api.spotify.com/v1/tracks/0PP933bHgvV0eD19dG3ms5,audio_features,spotify:track:0PP933bHgvV0eD19dG3ms5,0.272,1980s
86,0.476,https://api.spotify.com/v1/audio-analysis/3HnqpxXpizCRADKCU78cLk,0.518,153880,0.51,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'post-punk', 'synthpop', 'uk post-punk']",3HnqpxXpizCRADKCU78cLk,0.0,0,0.292,-8.057,0,0.0352,144.543,4,https://api.spotify.com/v1/tracks/3HnqpxXpizCRADKCU78cLk,audio_features,spotify:track:3HnqpxXpizCRADKCU78cLk,0.651,1980s
87,0.136,https://api.spotify.com/v1/audio-analysis/4kjgGgDbNN4nR3OZYuRkUe,0.728,260827,0.556,"['adult standards', 'disco', 'mellow gold', 'motown', 'quiet storm', 'soft rock']",4kjgGgDbNN4nR3OZYuRkUe,0.00298,1,0.0455,-12.888,1,0.0472,108.81,4,https://api.spotify.com/v1/tracks/4kjgGgDbNN4nR3OZYuRkUe,audio_features,spotify:track:4kjgGgDbNN4nR3OZYuRkUe,0.805,1980s
88,0.006,https://api.spotify.com/v1/audio-analysis/0BB9eUBBaaX6GALSYNcEp7,0.554,196800,0.851,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']",0BB9eUBBaaX6GALSYNcEp7,0.0242,6,0.405,-10.526,0,0.0334,128.103,4,https://api.spotify.com/v1/tracks/0BB9eUBBaaX6GALSYNcEp7,audio_features,spotify:track:0BB9eUBBaaX6GALSYNcEp7,0.96,1980s
89,0.000757,https://api.spotify.com/v1/audio-analysis/4sy45X8Jo15DxjDDpDkInF,0.748,449493,0.783,"['alternative rock', 'art rock', 'britpop', 'dance rock', 'electronic', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",4sy45X8Jo15DxjDDpDkInF,0.528,0,0.09,-9.115,1,0.0527,130.376,4,https://api.spotify.com/v1/tracks/4sy45X8Jo15DxjDDpDkInF,audio_features,spotify:track:4sy45X8Jo15DxjDDpDkInF,0.929,1980s
